,team,opponent,goals,total_score,total_count,rank_difference,home
10996,Trinidad and Tobago,Guatemala,3,578.75,10,-3.1666666666666643,1
8871,Mozambique,Central African Republic,1,343.5833333333333,2,-49.16666666666666,1
13437,Congo,Mali,2,388.08333333333326,4,40.333333333333336,0
13370,Thailand,Iraq,2,315.8333333333333,17,34.83333333333334,1
11645,France,Portugal,1,1162.1818181818182,3,-3.727272727272728,0
11324,Senegal,Egypt,1,701.4545454545455,6,9.909090909090908,0
3910,Paraguay,Chile,1,52.6,6,2.5,0
20332,Isle of Man,Guernsey,0,0.0,0,0.0,0
14577,South Africa,Brazil,0,441.0,11,73.08333333333333,1
7886,Luxembourg,Latvia,0,256.8181818181818,5,48.54545454545456,1
17532,Wales,Bosnia and Herzegovina,0,595.75,7,22.0,1
13713,Guyana,Suriname,1,266.25,0,-7.75,1
21379,Barawa,Chagos Islands,2,0.0,0,0.0,1
4113,Cameroon,Martinique,1,44.8,5,49.0,0
6429,Greece,Germany,0,580.9166666666666,4,27.16666666666667,0
22633,Belgium,Japan,1,1300.6666666666667,7,-41.083333333333336,1
24501,Mozambique,Kenya,1,1178.25,2,5.875,0
5661,Mexico,Iran,2,699.5,15,10.666666666666666,1
3309,Iraq,Thailand,4,17.2,3,63.6,1
24771,United Arab Emirates,Yemen,3,1353.125,4,-75.0,1
25234,Azerbaijan,Serbia,1,1172.0,3,82.66666666666666,1
3056,Faroe Islands,Spain,2,14.8,4,122.3,1
1905,Mexico,Nigeria,1,56.1,9,-13.0,1
13251,Bahamas,British Virgin Islands,1,82.0,0,-9.083333333333343,1
4156,Costa Rica,Canada,3,43.2,6,0.6999999999999957,1
943,Jamaica,Martinique,0,21.0,7,78.8,1
13022,New Caledonia,Fiji,4,118.41666666666669,0,8.666666666666687,1
21441,Kazakhstan,Poland,2,328.5833333333333,5,84.91666666666666,1
19786,Finland,Slovakia,1,522.5,9,19.166666666666664,0
10608,Panama,Costa Rica,1,505.66666666666674,11,66.0,0
11883,Honduras,Guatemala,3,561.1818181818181,9,-17.81818181818182,0
2294,Cook Islands,New Caledonia,0,0.0,0,0.0,1
6803,Saudi Arabia,Vietnam,4,615.1666666666666,7,-69.5,1
22967,Seychelles,Mozambique,1,474.58333333333326,4,78.58333333333333,0
9793,South Korea,Turkey,2,0.0,9,-9.75,1
20844,Bangladesh,Bhutan,3,103.25,1,-8.75,0
18097,Ethiopia,Nigeria,0,345.08333333333326,4,67.75,1
167,England,Finland,2,55.0,0,-39.0,0
14616,Frøya,Falkland Islands,3,0.0,0,0.0,0
23058,South Korea,Bolivia,0,0.0,6,-56.0,1
8291,Faroe Islands,Germany,1,371.45454545454544,5,110.0909090909091,0
15257,Cameroon,Georgia,0,782.0,6,-73.72727272727273,0
5134,Sweden,Republic of Ireland,0,666.0,4,-23.583333333333336,0
289,Algeria,Guinea-Bissau,3,39.0,0,-87.0,1
6233,Zimbabwe,Guinea,0,483.66666666666674,3,-15.5,0
15633,Azerbaijan,Austria,0,287.6363636363636,6,46.81818181818182,0
9998,Saudi Arabia,Iraq,1,657.1666666666666,10,-16.75,1
8822,Czech Republic,Moldova,5,713.1666666666665,6,-96.83333333333331,1
18782,Israel,Portugal,1,521.5833333333334,5,58.08333333333334,0
20403,Burma,Kuwait,0,0.0,10,-127.66666666666669,0
21994,Jordan,Iraq,0,306.1666666666667,8,5.166666666666657,0
5116,India,Bangladesh,0,315.3333333333333,2,-34.5,1
1715,Yemen,Qatar,0,14.3,4,36.7,0
1941,China PR,Hong Kong,0,34.1,2,-51.4,0
12270,Romania,Netherlands,0,1010.5833333333335,3,6.750000000000001,0
22978,France,Italy,3,1490.333333333333,7,-12.916666666666668,1
9015,Finland,Denmark,1,591.6666666666666,5,30.41666666666667,0
18143,Costa Rica,Panama,2,650.25,7,3.083333333333336,0
23529,Benin,Gambia,1,858.0,7,-82.0,0
11436,Bangladesh,Palestine,1,194.9090909090909,5,19.454545454545453,1
18762,Colombia,Chile,3,1172.1666666666667,3,-15.583333333333332,1
21378,Tamil Eelam,Barawa,5,0.0,0,0.0,0
12222,Chad,Benin,1,160.0,2,39.83333333333333,0
7299,Uzbekistan,Bosnia and Herzegovina,2,515.9166666666666,6,-6.5,0
9173,Algeria,Niger,1,521.75,4,-107.16666666666666,0
16480,Central African Republic,Malta,1,284.4166666666667,1,-49.00000000000002,0
15572,Switzerland,England,1,890.4545454545455,6,13.363636363636365,1
10823,Senegal,Togo,2,651.0,8,-36.25000000000001,1
6011,Gambia,Morocco,0,198.5,1,127.0,0
21984,Burkina Faso,Benin,2,704.0,5,-36.583333333333336,0
9733,Australia,New Zealand,1,532.6666666666666,1,-21.75,1
21854,England,Germany,0,1086.1666666666667,4,11.583333333333332,0
4307,DR Congo,Tunisia,1,0.0,5,-23.2,0
764,Bangladesh,Japan,0,8.4,2,76.39999999999998,0
11348,Hong Kong,Qatar,0,287.3636363636364,4,45.45454545454545,1
2131,Zimbabwe,DR Congo,0,37.1,3,47.1,0
13099,Bahrain,Kuwait,1,430.83333333333326,6,-43.66666666666666,1
2301,Iceland,Switzerland,0,38.3,5,30.9,1
22823,Peru,Croatia,2,1360.1666666666667,5,4.416666666666666,1
17324,Sweden,Serbia,2,896.75,4,-15.333333333333336,1
6081,Guinea,Mauritania,1,439.41666666666674,2,-74.58333333333333,1
23962,Vanuatu,Fiji,0,995.5,2,-1.125,1
3170,Belgium,San Marino,3,44.2,4,-120.7,0
1127,France,Russia,3,53.0,7,1.7999999999999992,1
2463,Cape Verde,Sierra Leone,0,0.0,0,-64.5,0
3066,Vietnam,Burma,4,19.7,0,111.6,0
9555,Yemen,Turkmenistan,1,354.41666666666674,5,38.66666666666666,1
7894,Bolivia,Senegal,1,494.54545454545456,5,37.90909090909091,0
22340,Belarus,Luxembourg,0,440.16666666666674,8,-43.41666666666667,0
21210,Padania,Panjab,1,0.0,3,0.0,1
16016,Italy,Germany,1,1049.5,4,5.75,0
15108,Thailand,Singapore,1,285.3636363636364,6,-20.0,1
9571,Bahamas,Dominica,1,95.16666666666669,1,22.166666666666657,1
17846,Cape Verde,Ghana,0,0.0,2,-27.25,1
9235,India,Zimbabwe,5,349.66666666666674,2,73.33333333333334,1
10280,Mexico,Ecuador,2,739.0833333333335,13,-33.916666666666664,1
10465,Indonesia,Singapore,1,483.25,7,-4.583333333333329,1
20691,Australia,Kyrgyzstan,3,533.5833333333334,5,64.5,1
4851,United Arab Emirates,Syria,1,44.3,12,-43.6,1
12791,Canada,Costa Rica,1,474.25,1,12.666666666666664,1
4093,Portugal,Northern Ireland,1,54.1,5,-49.99999999999999,1
1584,Greece,Argentina,0,41.5,4,23.6,0
16419,Jordan,Nepal,9,385.08333333333326,7,-63.0,1
14580,Gozo,Occitania,1,0.0,0,0.0,0
6245,England,Romania,2,682.1666666666666,6,2.666666666666666,1
4882,Brazil,Russia,5,73.2,14,-26.4,1
14278,France,Argentina,0,1060.0833333333333,8,2.666666666666667,1
1464,Colombia,Nigeria,1,51.3,10,6.199999999999998,1
21654,Iran,Papua New Guinea,8,0.0,7,-182.25,1
10276,Ecuador,Jordan,0,605.3333333333334,6,-2.25,1
24664,Madagascar,Ethiopia,1,1236.625,4,-50.625,1
22098,Chinese Taipei,Singapore,2,171.0,5,-14.25,0
22855,Jamaica,Antigua and Barbuda,1,1034.3333333333333,4,-76.91666666666669,1
21377,Uzbekistan,Burkina Faso,1,550.4166666666666,5,-9.583333333333336,1
16780,Curaçao,Haiti,2,117.0,2,58.08333333333333,0
5286,Uganda,Zambia,0,344.08333333333326,3,71.66666666666666,1
11062,Croatia,Sweden,1,689.25,8,8.249999999999998,1
16367,Sri Lanka,Philippines,0,75.16666666666667,0,14.666666666666687,0
13744,Iceland,Azerbaijan,1,373.16666666666674,5,-41.58333333333333,1
19496,Spain,North Macedonia,5,1335.75,9,-83.0,1
13699,Tajikistan,Afghanistan,4,150.75,4,-37.75,0
18856,Aruba,Curaçao,0,135.0,2,-19.083333333333343,0
17688,Dominican Republic,Barbados,1,289.5833333333333,3,-46.16666666666666,0
14129,Trinidad and Tobago,Barbados,2,387.0,7,-38.08333333333333,0
23589,Uganda,Nigeria,0,889.0,13,30.08333333333333,0
6008,Cape Verde,Algeria,0,0.0,0,-78.91666666666667,0
20832,Honduras,Cuba,2,419.5,4,-27.5,1
4361,Paraguay,United States,2,53.9,8,26.4,0
21760,Malaysia,Burma,0,135.33333333333334,5,166.83333333333334,0
8879,Cameroon,Colombia,1,694.8333333333335,7,-18.0,1
23298,Indonesia,Mauritius,1,565.5,7,4.333333333333344,1
11034,Mexico,Panama,5,761.6666666666665,11,-82.16666666666667,1
22230,Grenada,Saint Vincent and the Grenadines,4,134.16666666666666,1,162.16666666666666,1
5372,United States,New Zealand,2,0.0,3,-102.25,0
24966,Albania,Lithuania,0,1355.0,5,-64.0,0
11915,South Africa,Zambia,1,517.4545454545455,8,3.090909090909093,0
13207,Haiti,Venezuela,1,316.3333333333333,10,44.33333333333334,0
13396,Republic of Ireland,Colombia,1,686.0833333333334,4,12.833333333333336,1
19683,Oman,Yemen,2,412.33333333333326,8,-100.25,1
2095,Estonia,Latvia,0,12.2,7,54.80000000000001,0
12362,Uganda,Tanzania,1,329.9166666666667,6,-9.916666666666671,1
24713,Gibraltar,Switzerland,1,890.0,4,185.75,1
13114,Egypt,Cameroon,4,836.8333333333335,3,9.583333333333334,1
8326,Grenada,Jamaica,1,311.09090909090907,6,79.0909090909091,1
8689,San Marino,Poland,0,210.25,1,130.25,0
19896,Equatorial Guinea,Burkina Faso,0,532.1666666666666,1,-7.583333333333344,1
7709,Cameroon,Burkina Faso,3,672.4545454545455,8,-58.0,0
15500,Oman,Malaysia,3,350.1818181818182,11,-54.27272727272727,1
7116,Azerbaijan,Georgia,0,371.91666666666674,5,47.83333333333334,0
10075,Belgium,Lithuania,1,659.9166666666666,5,-83.0,1
8984,Honduras,Mexico,0,591.6666666666666,3,34.083333333333336,0
4594,Croatia,Netherlands,2,62.6,5,-2.5,0
23625,Algeria,Qatar,1,962.25,4,-33.66666666666667,0
6591,Mexico,United States,0,699.5,9,10.666666666666666,0
2299,Guam,Vanuatu,0,0.0,0,-175.6,1
22175,Western Isles,Greenland,0,0.0,0,0.0,1
11900,Sudan,Tunisia,0,334.90909090909093,6,79.0909090909091,0
2186,Mexico,Nigeria,2,56.1,9,-13.0,1
15418,Anguilla,Saint Martin,1,0.0,0,202.54545454545453,1
14261,Barbados,Grenada,5,275.5833333333333,5,5.833333333333344,1
15296,Tunisia,France,1,566.8181818181819,6,38.90909090909091,1
11812,Norway,Moldova,2,622.0,6,-48.54545454545454,1
13095,Barbados,Antigua and Barbuda,3,234.5,2,-7.416666666666671,1
11444,Sri Lanka,Chinese Taipei,3,196.27272727272728,1,-11.636363636363626,1
13084,Tunisia,Zambia,1,607.8333333333334,4,-19.749999999999996,1
13019,Guatemala,Jamaica,0,359.08333333333326,3,11.0,0
13663,Arameans Suryoye,Iraqi Kurdistan,0,0.0,0,0.0,0
4660,Poland,Israel,2,47.0,5,1.2000000000000028,1
6394,Northern Ireland,Serbia,1,426.0,4,91.41666666666669,1
648,Portugal,Norway,1,48.0,2,16.200000000000006,1
13298,Syria,United Arab Emirates,1,342.75,4,-2.0,1
1201,Senegal,Zambia,0,31.0,4,31.6,0
1392,Jamaica,British Virgin Islands,12,20.3,8,81.5,1
6014,Sierra Leone,São Tomé and Príncipe,4,281.0833333333333,0,-56.91666666666667,1
25180,Slovakia,Malta,2,1476.0,3,-140.0,1
22826,Brazil,Russia,3,1596.333333333333,7,-53.16666666666666,0
4548,Estonia,Andorra,2,30.7,8,-81.9,1
8946,Malawi,Angola,1,425.83333333333326,1,20.0,0
12469,Zambia,Tanzania,1,482.5,8,-43.41666666666667,0
13871,Italy,Georgia,2,1400.666666666667,5,-83.0,1
6882,Saint Lucia,Saint Vincent and the Grenadines,0,0.0,1,0.0,1
21270,Colombia,Costa Rica,2,1306.25,5,-19.166666666666664,1
22274,Eswatini,Zambia,0,0.0,5,-87.91666666666669,1
16912,Italy,Uruguay,0,1049.5,8,2.333333333333333,1
7906,Albania,Andorra,0,440.27272727272725,4,-45.81818181818181,0
13556,Rwanda,Morocco,3,348.83333333333326,5,55.58333333333334,1
3402,United States,China PR,1,0.0,4,-59.4,0
6988,Oman,Sudan,1,441.0,6,-26.5,1
9123,Algeria,Burkina Faso,0,521.75,5,-8.25,1
6205,Turkey,Italy,1,589.4166666666666,2,21.08333333333333,1
4402,Israel,Argentina,2,47.0,4,36.7,1
17150,Wales,Costa Rica,0,595.75,7,-14.166666666666671,1
10835,Germany,Argentina,2,708.5833333333335,7,13.166666666666664,1
6233,Guinea,Zimbabwe,3,439.41666666666674,2,15.5,1
6253,Slovenia,Norway,0,558.5,6,30.91666666666667,1
11634,Brazil,Ghana,3,1250.6363636363635,7,-35.27272727272727,1
9861,Germany,Netherlands,1,718.9166666666665,7,6.833333333333334,1
10171,Oman,Iraq,1,551.8333333333334,8,15.833333333333336,1
2990,Greece,Albania,2,44.8,5,-67.2,1
23045,Barawa,Northern Cyprus,0,0.0,0,0.0,1
20516,Seychelles,Burundi,0,58.0,2,61.41666666666667,1
6739,Antigua and Barbuda,British Virgin Islands,1,235.25,3,-14.083333333333346,1
7156,Panama,El Salvador,1,363.5,12,29.66666666666667,0
9544,Montserrat,Bermuda,0,11.083333333333336,0,39.41666666666666,0
14511,Guinea,Ivory Coast,1,560.0833333333334,7,56.66666666666666,1
5262,South Africa,Zimbabwe,0,596.1666666666666,9,-45.91666666666666,1
17036,Libya,Zambia,2,595.3333333333334,1,5.416666666666664,1
11026,Hungary,Sweden,0,556.75,6,53.99999999999999,1
15518,Paraguay,Japan,0,860.5454545454545,7,-13.0,0
9264,Egypt,South Africa,2,603.75,11,6.833333333333329,1
19924,DR Congo,Congo,4,0.0,4,-49.0,0
1374,Sweden,United States,3,58.3,4,5.3,0
21903,Angola,Mozambique,0,200.08333333333331,6,36.00000000000001,0
24971,Belgium,Switzerland,2,1769.75,5,-12.875,1
9683,Samoa,American Samoa,4,167.41666666666666,0,-24.75,1
23976,Algeria,Burundi,1,1425.625,4,-94.0,1
12929,Mongolia,North Korea,1,33.333333333333336,0,181.08333333333331,0
4426,Finland,Scotland,1,41.8,7,20.8,0
17116,United States,Italy,1,0.0,3,-8.083333333333334,0
1386,Senegal,Gabon,0,31.6,9,-12.4,0
20602,Luxembourg,Slovakia,2,205.5,4,118.58333333333331,1
9893,Tunisia,Guinea,1,631.75,0,-54.25000000000001,0
24947,Chile,Colombia,2,1574.875,4,5.75,1
3451,Lesotho,Botswana,4,8.5,0,-5.300000000000012,0
11127,Portugal,Latvia,3,745.75,13,-56.58333333333334,1
1442,Nigeria,Ivory Coast,2,54.1,4,11.2,1
20395,Kazakhstan,Czech Republic,1,209.41666666666663,3,118.75,0
8316,Kernow,Jersey,3,0.0,0,0.0,0
15429,Bolivia,Colombia,1,495.3636363636364,2,27.72727272727272,1
17235,Oman,Lebanon,1,375.0,7,-31.41666666666667,1
11910,Liberia,Rwanda,3,239.72727272727272,2,29.00000000000001,1
14990,Qatar,Belgium,0,383.58333333333326,9,28.083333333333336,0
21195,Latvia,Estonia,0,328.3333333333333,5,0.5,0
3067,Cambodia,Indonesia,0,0.0,0,61.39999999999999,0
18278,Ecuador,Paraguay,4,962.0,5,-28.41666666666667,1
21588,Philippines,North Korea,1,278.0,4,125.83333333333331,1
20325,Åland Islands,Gibraltar,0,0.0,0,0.0,0
16022,Bolivia,Latvia,1,340.0833333333333,1,20.83333333333333,0
2873,Netherlands,Switzerland,2,58.0,4,-22.6,0
12604,Malaysia,China PR,1,95.16666666666669,3,76.41666666666667,1
1098,Costa Rica,Mexico,1,38.0,7,22.6,0
8761,Japan,South Korea,0,644.3333333333334,11,24.66666666666667,1
5133,Hungary,England,1,534.9166666666666,6,34.166666666666664,1
5438,Uzbekistan,Azerbaijan,5,432.0,0,-19.333333333333343,1
2602,Slovenia,Malta,0,34.9,5,-43.6,0
10407,Malaysia,Burma,0,400.91666666666674,4,117.16666666666669,1
7462,Albania,Finland,0,470.75,5,29.166666666666664,1
10447,Kuwait,Qatar,0,555.25,4,-2.083333333333336,0
17936,Laos,Singapore,3,76.08333333333333,2,23.166666666666657,0
7875,North Macedonia,Bosnia and Herzegovina,4,458.6363636363636,7,12.545454545454547,0
911,Pakistan,China PR,0,2.0,1,97.20000000000002,1
2772,Mauritius,Madagascar,0,7.7,2,13.200000000000017,1
6751,Syria,Saudi Arabia,0,441.83333333333326,11,64.75,0
2351,Wales,Moldova,1,35.8,4,-62.9,1
945,Australia,New Zealand,1,32.2,6,-23.599999999999994,0
10691,Guernsey,Jersey,3,0.0,1,0.0,0
19035,Singapore,Jordan,1,140.75,4,83.74999999999999,1
25201,Iceland,Armenia,0,1422.666666666667,5,-43.0,0
8836,Spain,Northern Ireland,0,775.3333333333335,6,-109.16666666666669,0
3942,Burkina Faso,Kenya,2,27.3,6,5.099999999999994,1
20458,Czech Republic,Latvia,2,960.5833333333335,3,-74.0,0
22847,Chile,Sweden,2,1397.083333333333,9,-7.499999999999997,0
12218,Costa Rica,El Salvador,2,536.8333333333334,8,-81.5,0
19260,Romania,Algeria,1,808.9166666666665,8,4.416666666666664,1
2595,Canary Islands,Venezuela,5,0.0,0,-115.1,1
8759,Angola,Gabon,1,482.91666666666674,4,-37.75,0
2442,Mexico,Serbia,1,56.1,9,10.3,1
25228,U.S. Virgin Islands,Grenada,0,0.0,0,-160.0,0
1295,Kenya,Uganda,2,23.2,3,-21.400000000000006,1
12341,Mozambique,Seychelles,2,308.6666666666667,3,-46.41666666666667,1
2649,Egypt,Morocco,0,49.1,6,-3.8000000000000007,1
12263,Serbia,Kazakhstan,1,833.4166666666665,6,-96.75,0
1807,Belgium,North Macedonia,1,45.4,3,-86.1,1
11819,China PR,Singapore,0,437.8181818181818,6,-21.454545454545453,0
2861,Netherlands,Scotland,0,58.0,5,-22.2,1
15898,Poland,Bosnia and Herzegovina,2,522.2727272727273,7,10.454545454545453,0
2003,Estonia,Slovenia,0,12.2,7,42.30000000000001,0
8897,Isle of Man,Saare County,4,0.0,0,0.0,1
9311,Ghana,Somalia,2,511.41666666666674,3,-121.25,1
15214,Niger,Benin,2,160.72727272727272,0,76.54545454545456,1
23727,Paraguay,Peru,0,1464.625,3,18.0,0
7531,Nigeria,South Korea,1,579.0,3,44.91666666666666,0
1748,Turkey,Iceland,5,33.8,3,9.0,1
4799,DR Congo,Zambia,1,0.0,5,-22.7,0
8447,Saudi Arabia,Yemen,2,621.4545454545455,7,-105.27272727272728,0
5459,Belgium,Netherlands,5,594.0833333333334,2,16.25,0
16366,Paraguay,Ecuador,0,811.9166666666665,7,-31.66666666666667,1
22174,Frøya,Gotland,1,0.0,0,0.0,0
17663,Sweden,Kazakhstan,2,896.75,4,-123.16666666666666,1
13519,Bermuda,Barbados,3,209.0,6,7.583333333333329,1
4563,United States,Serbia,0,0.0,10,0.0,1
15291,Grenada,Martinique,2,209.45454545454547,1,122.27272727272728,1
4619,Lebanon,Syria,0,29.8,8,1.6000000000000083,1
8153,Romania,Greece,0,665.9090909090909,8,-31.63636363636364,1
7811,Slovenia,Honduras,1,638.0909090909091,7,-1.9999999999999964,1
9270,Morocco,Burkina Faso,1,615.0833333333334,5,-38.083333333333336,1
10036,Azerbaijan,Jordan,1,409.25,5,73.08333333333334,0
2158,Tahiti,New Zealand,2,3.8,2,51.3,1
3770,Brazil,England,1,69.5,6,-7.5,0
12692,Slovakia,France,0,674.4166666666666,6,36.833333333333336,1
6865,Qatar,Palestine,2,467.91666666666674,7,-64.91666666666666,0
7587,Oman,United Arab Emirates,2,441.0,4,32.5,0
22883,Scotland,Hungary,1,1131.3333333333333,2,-13.916666666666664,0
21309,Croatia,Czech Republic,2,980.9166666666665,4,-14.583333333333332,0
24052,Chile,Ecuador,2,1572.625,8,-46.375,0
9766,Chile,Venezuela,1,522.25,6,20.249999999999996,0
6856,Saint Kitts and Nevis,Antigua and Barbuda,2,0.0,2,-150.66666666666666,0
16810,Trinidad and Tobago,Barbados,4,382.08333333333326,4,-55.41666666666667,1
20632,Madagascar,Central African Republic,2,221.75,0,-10.416666666666657,1
7062,Latvia,San Marino,1,441.83333333333326,5,-65.58333333333333,1
3860,Isle of Wight,Shetland,0,0.0,0,0.0,0
14563,Tunisia,Nigeria,0,600.6666666666666,10,23.58333333333333,1
8568,Israel,Moldova,0,579.5,0,-63.91666666666666,1
3269,El Salvador,Mexico,1,32.0,5,59.2,1
22965,Romania,Chile,3,1151.1666666666667,6,19.833333333333336,1
17750,Portugal,Russia,0,1164.6666666666667,4,-5.999999999999999,0
8402,Chile,Palestine,3,555.9090909090909,10,-95.09090909090908,1
9207,Yemen,Saudi Arabia,1,290.4166666666667,2,104.58333333333331,0
10595,South Korea,Burkina Faso,1,0.0,13,-87.91666666666669,1
5861,Zambia,Malawi,1,561.75,5,-71.66666666666667,1
23898,Serbia,Ukraine,0,1483.5,4,6.75,0
9899,Dominican Republic,Trinidad and Tobago,0,197.83333333333331,0,102.25,0
7936,Eswatini,Namibia,2,0.0,4,-109.72727272727272,1
17152,Guadeloupe,Martinique,2,0.0,4,0.0,0
10838,Japan,Brazil,2,708.5,12,15.583333333333332,1
13748,Libya,Senegal,0,384.91666666666674,3,41.583333333333336,1
19783,Portugal,Argentina,1,1184.5,6,3.333333333333333,1
22184,Western Isles,Gotland,0,0.0,0,0.0,0
18606,Venezuela,Bolivia,2,676.5,4,-18.583333333333336,1
16754,Zambia,Libya,0,404.91666666666674,6,19.25,1
25113,Cyprus,Slovakia,0,1234.6666666666667,4,62.66666666666666,1
13148,Kuwait,Oman,1,263.4166666666667,1,30.666666666666657,0
3848,Nepal,Macau,1,9.0,3,-12.199999999999989,0
12745,France,Italy,0,1403.0,8,2.5,0
17345,Uzbekistan,Lebanon,1,489.5,9,-56.08333333333334,0
10354,Suriname,Grenada,2,274.5833333333333,0,6.916666666666656,0
11020,Armenia,Czech Republic,1,406.83333333333326,4,113.83333333333334,0
5904,Bosnia and Herzegovina,North Macedonia,1,457.33333333333326,2,1.3333333333333286,1
12880,Armenia,Belgium,0,308.3333333333333,4,42.083333333333336,0
9918,Mexico,Dominica,8,739.0833333333335,13,-162.83333333333334,1
18368,Malta,Armenia,1,185.83333333333331,5,77.16666666666667,0
1765,Finland,Estonia,7,36.2,10,-72.5,0
14075,Guinea,Gabon,3,668.5833333333334,6,-42.66666666666667,0
22196,Saare County,Guernsey,1,0.0,0,0.0,0
23862,Abkhazia,Sápmi,1,0.0,1,0.0,0
21930,Singapore,Bahrain,0,125.33333333333331,8,40.99999999999999,0
8932,Jersey,Isle of Wight,3,0.0,2,0.0,1
6463,Thailand,Uzbekistan,4,509.25,4,-1.6666666666666714,1
4056,China PR,Qatar,1,42.3,7,-19.300000000000004,0
11143,Guadeloupe,Puerto Rico,3,0.0,1,-194.0,0
16274,Panama,Guadeloupe,3,529.8333333333334,7,59.58333333333334,1
17291,Tunisia,Equatorial Guinea,3,592.4166666666666,4,-58.83333333333333,1
17407,South Korea,Lebanon,3,0.0,8,-124.41666666666669,1
10765,Nigeria,Rwanda,1,677.4166666666666,7,-75.66666666666667,0
18114,Ghana,Burkina Faso,1,850.3333333333335,6,-31.583333333333336,0
17080,Nicaragua,Puerto Rico,4,202.16666666666663,4,11.25,1
10196,Germany,Iran,2,718.9166666666665,4,11.833333333333336,0
9810,Estonia,Czech Republic,0,522.75,10,67.75,0
19791,Bahrain,Qatar,0,289.0,11,13.583333333333329,1
6362,Burma,Malaysia,0,0.0,0,-110.25,0
7512,Wales,Norway,2,412.58333333333326,4,86.25,0
11621,France,Togo,2,1162.1818181818182,3,-50.54545454545455,0
15215,North Korea,Mexico,1,0.0,6,-22.09090909090909,0
23458,Cambodia,Malaysia,0,540.8333333333334,7,-1.0833333333333428,1
16356,Colombia,Costa Rica,1,642.6666666666666,2,-16.25,1
16197,Eswatini,Malawi,1,0.0,1,-81.66666666666667,1
629,Romania,Ecuador,0,50.8,3,-26.2,0
3126,Lithuania,Iceland,2,38.4,7,-2.3000000000000043,1
19910,Equatorial Guinea,Gabon,2,532.1666666666666,1,2.6666666666666643,1
14322,Kuwait,Qatar,0,285.0,8,25.08333333333333,0
9828,Japan,India,7,672.3333333333334,10,-116.5,1
20247,Trinidad and Tobago,Jordan,0,560.3333333333334,4,-35.833333333333336,0
9195,Sierra Leone,Congo,0,311.8333333333333,2,32.16666666666667,0
3214,Rwanda,Uganda,2,3.7,3,79.10000000000002,0
5444,Serbia,Republic of Ireland,1,0.0,9,-38.25,0
23805,Japan,Bolivia,0,1494.625,10,-40.875,1
9827,Chinese Taipei,Iraq,1,272.3333333333333,5,109.5,0
8007,Slovenia,Spain,1,638.0909090909091,5,25.81818181818182,0
20575,Botswana,Eritrea,2,301.9166666666667,6,-93.91666666666669,0
19246,Peru,Switzerland,0,609.1666666666666,7,38.583333333333336,0
