,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
14940,Bahrain,Togo,5,68.25,75.08333333333333
14941,Kuwait,China PR,0,114.33333333333333,101.5
14942,Thailand,Syria,0,114.33333333333333,96.66666666666667
14943,Yemen,Tanzania,0,142.25,101.33333333333333
14944,Iran,Iceland,1,0.0,88.58333333333333
14945,Yemen,Tanzania,2,142.25,101.33333333333333
14946,Paraguay,Qatar,-2,20.0,89.25
14947,Angola,Congo,0,89.91666666666667,82.16666666666667
14948,Belgium,Hungary,3,61.166666666666664,46.75
14949,Brazil,England,1,3.0,7.583333333333333
14950,Burkina Faso,Malawi,1,55.0,104.5
14951,Costa Rica,Uruguay,-1,39.75,20.666666666666668
14952,Croatia,Liechtenstein,5,8.5,151.91666666666666
14953,Denmark,South Korea,0,26.416666666666668,0.0
14954,Egypt,Algeria,2,31.166666666666668,52.083333333333336
14955,Estonia,Albania,0,112.66666666666667,90.41666666666667
14956,Greece,Ukraine,0,14.666666666666666,19.833333333333332
14957,Honduras,Latvia,2,39.083333333333336,58.0
14958,Iran,Jordan,1,0.0,124.91666666666667
14959,Republic of Ireland,France,-1,34.25,9.583333333333334
14960,Italy,Netherlands,0,4.25,2.9166666666666665
14961,Ivory Coast,Guinea,3,0.0,56.666666666666664
14962,Kenya,Nigeria,-1,101.25,27.666666666666668
14963,Kuwait,Indonesia,2,114.33333333333333,134.0
14964,Lebanon,China PR,-2,150.0,101.5
14965,Luxembourg,Iceland,0,123.16666666666667,88.58333333333333
14966,North Macedonia,Canada,3,60.416666666666664,76.58333333333333
14967,Morocco,Cameroon,-2,53.5,19.0
14968,Mozambique,Tunisia,1,84.58333333333333,51.25
14969,New Zealand,Bahrain,1,85.25,68.25
14970,Northern Ireland,Serbia,-1,35.666666666666664,22.5
14971,Oman,Australia,-1,81.41666666666667,24.416666666666668
14972,Poland,Romania,-1,41.25,27.083333333333332
14973,Portugal,Bosnia and Herzegovina,1,11.416666666666666,47.166666666666664
14974,Russia,Slovenia,2,9.0,53.666666666666664
14975,Rwanda,Zambia,0,99.83333333333333,86.25
14976,Saudi Arabia,Belarus,0,59.25,80.0
14977,Singapore,Thailand,-2,126.66666666666667,114.33333333333333
14978,Slovakia,United States,1,42.083333333333336,0.0
14979,South Africa,Japan,0,76.08333333333333,37.666666666666664
14980,Spain,Argentina,2,1.3333333333333333,6.916666666666667
14981,Sudan,Benin,-1,87.25,80.83333333333333
14982,Switzerland,Norway,-1,17.416666666666668,45.083333333333336
14983,Togo,Gabon,1,75.08333333333333,47.416666666666664
14984,Uzbekistan,Malaysia,3,76.66666666666667,157.16666666666666
14985,Vietnam,Syria,-1,135.16666666666666,96.66666666666667
14986,Wales,Scotland,3,70.66666666666667,31.583333333333332
14987,Ghana,Mali,0,33.583333333333336,50.25
14988,Iraq,Azerbaijan,1,88.41666666666667,133.0
14989,United Arab Emirates,Czech Republic,0,117.91666666666667,16.583333333333332
14990,Belgium,Qatar,2,61.166666666666664,89.25
14991,Oman,Brazil,-2,81.41666666666667,3.0
14992,Slovakia,Chile,-1,42.083333333333336,25.25
14993,South Africa,Jamaica,0,76.08333333333333,70.25
14994,Algeria,Egypt,1,52.083333333333336,31.166666666666668
14995,Angola,Ghana,0,89.91666666666667,33.583333333333336
14996,Austria,Spain,-4,73.08333333333333,1.3333333333333333
14997,Azerbaijan,Czech Republic,2,133.0,16.583333333333332
14998,Bahrain,Yemen,4,68.25,142.25
14999,Bosnia and Herzegovina,Portugal,-1,47.166666666666664,11.416666666666666
15000,Denmark,United States,3,26.416666666666668,0.0
15001,France,Republic of Ireland,0,9.583333333333334,34.25
15002,Germany,Ivory Coast,0,3.5833333333333335,0.0
15003,Honduras,Peru,-1,39.083333333333336,80.58333333333333
15004,Hong Kong,Japan,-4,139.5,37.666666666666664
15005,Indonesia,Kuwait,0,134.0,114.33333333333333
15006,Iran,North Macedonia,0,0.0,60.416666666666664
15007,Italy,Sweden,1,4.25,35.583333333333336
15008,South Korea,Serbia,-1,0.0,22.5
15009,Malaysia,Uzbekistan,-2,157.16666666666666,76.66666666666667
15010,Malta,Bulgaria,-3,148.0,24.083333333333332
15011,Montenegro,Belarus,1,98.75,80.0
15012,Netherlands,Paraguay,0,2.9166666666666665,20.0
15013,Poland,Canada,1,41.25,76.58333333333333
15014,Slovenia,Russia,1,53.666666666666664,9.0
15015,Syria,Vietnam,0,96.66666666666667,135.16666666666666
15016,Thailand,Singapore,-1,114.33333333333333,126.66666666666667
15017,Ukraine,Greece,-1,19.833333333333332,14.666666666666666
15018,United Arab Emirates,Iraq,-1,117.91666666666667,88.41666666666667
15019,Uruguay,Costa Rica,0,20.666666666666668,39.75
15020,Zambia,North Korea,4,86.25,0.0
15021,China PR,Lebanon,1,101.5,150.0
15022,Jordan,Iran,1,124.91666666666667,0.0
15023,Kenya,Zambia,-2,101.25,86.25
15024,Burundi,Zanzibar,-4,129.66666666666666,0.0
15025,Rwanda,Somalia,1,99.83333333333333,170.5
15026,Uganda,Tanzania,2,71.91666666666667,101.33333333333333
15027,Ethiopia,Djibouti,5,118.08333333333333,186.58333333333334
15028,Zanzibar,Tanzania,-1,0.0,101.33333333333333
15029,Burundi,Uganda,-2,129.66666666666666,71.91666666666667
15030,Ethiopia,Zambia,-1,118.08333333333333,86.25
15031,Kenya,Djibouti,2,101.25,186.58333333333334
15032,Rwanda,Eritrea,2,99.83333333333333,158.25
15033,Bangladesh,Bhutan,4,169.16666666666666,192.91666666666666
15034,Djibouti,Zambia,-6,186.58333333333334,86.25
15035,Sri Lanka,Pakistan,1,160.0,166.16666666666666
15036,Tanzania,Burundi,1,101.33333333333333,129.66666666666666
15037,Dominica,British Virgin Islands,4,196.41666666666666,189.5
15038,Kenya,Ethiopia,2,101.25,118.08333333333333
15039,Maldives,Nepal,0,152.0,171.33333333333334
15040,Somalia,Eritrea,-2,170.5,158.25
15041,Uganda,Zanzibar,0,71.91666666666667,0.0
15042,Bangladesh,Pakistan,0,169.16666666666666,166.16666666666666
15043,Sri Lanka,Bhutan,6,160.0,192.91666666666666
15044,Kenya,Uganda,-1,101.25,71.91666666666667
15045,Maldives,Afghanistan,3,152.0,187.25
15046,Zambia,Zanzibar,0,86.25,0.0
15047,Bangladesh,Sri Lanka,2,169.16666666666666,160.0
15048,Pakistan,Bhutan,7,166.16666666666666,192.91666666666666
15049,Tanzania,Eritrea,4,101.33333333333333,158.25
15050,Afghanistan,Nepal,-3,187.25,171.33333333333334
15051,Zanzibar,Uganda,-1,0.0,71.91666666666667
15052,Tanzania,Rwanda,-1,101.33333333333333,99.83333333333333
15053,Maldives,Sri Lanka,5,152.0,160.0
15054,Uganda,Rwanda,2,71.91666666666667,99.83333333333333
15055,Zanzibar,Tanzania,1,0.0,101.33333333333333
15056,Kuwait,United Arab Emirates,0,114.33333333333333,117.91666666666667
15057,Mozambique,Malawi,-1,84.58333333333333,104.5
15058,Catalonia,Argentina,4,0.0,6.916666666666667
15059,North Korea,Mali,1,0.0,50.25
15060,Qatar,Iran,3,89.25,0.0
15061,Egypt,Malawi,0,31.166666666666668,104.5
15062,Thailand,Zimbabwe,3,114.33333333333333,109.58333333333333
15063,Angola,Estonia,-1,89.91666666666667,112.66666666666667
15064,China PR,Jordan,0,101.5,124.91666666666667
15065,Malaysia,Syria,4,157.16666666666666,96.66666666666667
15066,Mali,Iran,2,50.25,0.0
15067,Qatar,North Korea,-1,89.25,0.0
15068,Yemen,Tajikistan,2,142.25,154.16666666666666
15069,Singapore,Oman,-3,126.66666666666667,81.41666666666667
15070,Iran,North Korea,1,0.0,0.0
15071,Qatar,Mali,0,100.27272727272727,58.36363636363637
15072,Syria,Zimbabwe,6,99.36363636363636,115.0
15073,Yemen,Tajikistan,-1,111.81818181818181,140.9090909090909
15074,Angola,Gambia,0,88.27272727272727,97.45454545454545
15075,Egypt,Mali,1,11.181818181818182,58.36363636363637
15076,Tanzania,Ivory Coast,-1,112.27272727272727,0.0
15077,Ghana,Malawi,0,24.181818181818183,80.54545454545455
15078,Bahrain,Hong Kong,4,73.0909090909091,139.1818181818182
15079,Benin,Libya,1,64.9090909090909,97.0
15080,China PR,Syria,0,84.0909090909091,99.36363636363636
15081,Gabon,Mozambique,2,38.81818181818182,87.18181818181819
15082,Indonesia,Oman,-1,135.63636363636363,92.36363636363636
15083,Kuwait,Australia,0,94.81818181818181,21.454545454545453
15084,Lebanon,Vietnam,0,152.54545454545453,125.27272727272727
15085,Singapore,Iran,-2,126.0,0.0
15086,Thailand,Jordan,0,106.0,100.9090909090909
15087,United Arab Emirates,Malaysia,1,100.63636363636364,146.63636363636363
15088,Yemen,Japan,-1,111.81818181818181,36.72727272727273
15089,Rwanda,Ivory Coast,-2,113.27272727272727,0.0
15090,Kenya,Cameroon,-2,114.72727272727273,29.818181818181817
15091,Tunisia,Gambia,-1,54.09090909090909,97.45454545454545
15092,Zambia,South Korea,4,72.63636363636364,0.0
15093,Angola,Mali,0,88.27272727272727,58.36363636363637
15094,Ivory Coast,Burkina Faso,0,0.0,45.63636363636363
15095,Malawi,Algeria,3,80.54545454545455,32.18181818181818
15096,Egypt,Nigeria,3,11.181818181818182,26.545454545454547
15097,Mozambique,Benin,0,87.18181818181819,64.9090909090909
15098,Cameroon,Gabon,-1,29.818181818181817,38.81818181818182
15099,Zambia,Tunisia,0,72.63636363636364,54.09090909090909
15100,Angola,Malawi,2,88.27272727272727,80.54545454545455
15101,Mali,Algeria,-1,58.36363636363637,32.18181818181818
15102,Ivory Coast,Ghana,3,0.0,24.181818181818183
15103,Yemen,Kenya,3,111.81818181818181,114.72727272727273
15104,Egypt,Mozambique,2,11.181818181818182,87.18181818181819
15105,Nigeria,Benin,1,26.545454545454547,64.9090909090909
15106,Cameroon,Zambia,3,29.818181818181817,72.63636363636364
15107,Gabon,Tunisia,0,38.81818181818182,54.09090909090909
15108,Thailand,Singapore,1,106.0,126.0
15109,Vietnam,China PR,-1,125.27272727272727,84.0909090909091
15110,Angola,Algeria,0,88.27272727272727,32.18181818181818
15111,Finland,South Korea,-2,62.09090909090909,0.0
15112,Mali,Malawi,3,58.36363636363637,80.54545454545455
15113,Burkina Faso,Ghana,-1,45.63636363636363,24.181818181818183
15114,Chile,Panama,2,13.727272727272727,75.36363636363636
15115,Egypt,Benin,2,11.181818181818182,64.9090909090909
15116,Nigeria,Mozambique,3,26.545454545454547,87.18181818181819
15117,Oman,Sweden,-1,92.36363636363636,36.81818181818182
15118,Thailand,Poland,-2,106.0,62.0
15119,Yemen,Bahrain,3,111.81818181818181,73.0909090909091
15120,Cameroon,Tunisia,0,29.818181818181817,54.09090909090909
15121,Gabon,Zambia,-1,38.81818181818182,72.63636363636364
15122,Latvia,South Korea,-1,56.72727272727273,0.0
15123,Poland,Singapore,6,62.0,126.0
15124,Syria,Sweden,0,99.36363636363636,36.81818181818182
15125,United States,Honduras,-2,0.0,45.18181818181818
15126,Angola,Ghana,-1,88.27272727272727,24.181818181818183
15127,Ivory Coast,Algeria,-1,0.0,32.18181818181818
15128,Egypt,Cameroon,3,11.181818181818182,29.818181818181817
15129,Zambia,Nigeria,0,72.63636363636364,26.545454545454547
15130,Argentina,Costa Rica,3,6.363636363636363,51.45454545454545
15131,South Africa,Zimbabwe,3,69.63636363636364,115.0
15132,Algeria,Egypt,-4,32.18181818181818,11.181818181818182
15133,Ghana,Nigeria,1,24.181818181818183,26.545454545454547
15134,Nigeria,Algeria,1,26.545454545454547,32.18181818181818
15135,Ghana,Egypt,-1,24.181818181818183,11.181818181818182
15136,Jamaica,Canada,1,77.45454545454545,77.27272727272727
15137,Japan,Venezuela,0,36.72727272727273,51.72727272727273
15138,Japan,China PR,0,36.72727272727273,84.0909090909091
15139,South Korea,Hong Kong,5,0.0,139.1818181818182
15140,Argentina,Jamaica,2,6.363636363636363,77.45454545454545
15141,China PR,South Korea,3,84.0909090909091,0.0
15142,Japan,Hong Kong,3,36.72727272727273,139.1818181818182
15143,Hong Kong,China PR,-2,139.1818181818182,84.0909090909091
15144,Japan,South Korea,-2,36.72727272727273,0.0
15145,Sri Lanka,Burma,-4,154.72727272727272,0.0
15146,Tajikistan,Bangladesh,-1,140.9090909090909,154.0
15147,North Korea,Turkmenistan,0,0.0,134.8181818181818
15148,Bangladesh,Burma,-1,154.0,0.0
15149,Sri Lanka,Tajikistan,-2,154.72727272727272,140.9090909090909
15150,Kuwait,Syria,0,94.81818181818181,99.36363636363636
15151,Kyrgyzstan,North Korea,-4,0.0,0.0
15152,Sri Lanka,Bangladesh,3,154.72727272727272,154.0
15153,Tajikistan,Burma,3,140.9090909090909,0.0
15154,Turkmenistan,Kyrgyzstan,1,134.8181818181818,0.0
15155,North Korea,Burma,5,0.0,0.0
15156,Mexico,Bolivia,5,22.09090909090909,67.81818181818181
15157,Tajikistan,Turkmenistan,-2,140.9090909090909,134.8181818181818
15158,United States,El Salvador,2,0.0,90.36363636363636
15159,Jordan,Azerbaijan,-2,100.9090909090909,104.0
15160,Kuwait,Bahrain,4,94.81818181818181,73.0909090909091
15161,Turkmenistan,North Korea,0,134.8181818181818,0.0
15162,Malaysia,Yemen,1,146.63636363636363,111.81818181818181
15163,Tajikistan,Burma,1,140.9090909090909,0.0
15164,Guadeloupe,Saint Kitts and Nevis,2,0.0,0.0
15165,Republic of Ireland,Brazil,-2,37.18181818181818,2.5454545454545454
15166,Albania,Northern Ireland,1,75.54545454545455,48.27272727272727
15167,Algeria,Serbia,-3,32.18181818181818,17.181818181818183
15168,Angola,Latvia,0,88.27272727272727,56.72727272727273
15169,Armenia,Belarus,-2,89.63636363636364,66.54545454545455
15170,Australia,Indonesia,1,21.454545454545453,135.63636363636363
15171,Austria,Denmark,2,57.18181818181818,30.272727272727273
15172,Belgium,Croatia,-1,60.0,10.818181818181818
15173,Bosnia and Herzegovina,Ghana,2,51.54545454545455,24.181818181818183
15174,Cyprus,Iceland,0,70.9090909090909,95.0909090909091
15175,El Salvador,Guatemala,-1,90.36363636363636,120.18181818181819
15176,England,Egypt,3,7.090909090909091,11.181818181818182
15177,France,Spain,-2,15.181818181818182,1.1818181818181819
15178,Georgia,Estonia,2,103.54545454545455,91.63636363636364
15179,Germany,Argentina,-1,4.636363636363637,6.363636363636363
15180,Greece,Senegal,-2,11.636363636363637,80.72727272727273
15181,Hong Kong,Yemen,0,139.1818181818182,111.81818181818181
15182,Hungary,Russia,0,51.72727272727273,13.909090909090908
15183,Iran,Thailand,1,0.0,106.0
15184,Italy,Cameroon,0,9.272727272727273,29.818181818181817
15185,Ivory Coast,South Korea,-2,0.0,0.0
15186,Japan,Bahrain,2,36.72727272727273,73.0909090909091
15187,Jordan,Singapore,2,100.9090909090909,126.0
15188,Kazakhstan,Moldova,-1,129.63636363636363,87.27272727272727
15189,Libya,Mali,2,97.0,58.36363636363637
15190,Luxembourg,Azerbaijan,-1,126.63636363636364,104.0
15191,North Macedonia,Montenegro,2,67.18181818181819,54.81818181818182
15192,Malta,Finland,-1,156.0909090909091,62.09090909090909
15193,Mexico,New Zealand,2,22.09090909090909,65.81818181818181
15194,Mozambique,Botswana,-1,87.18181818181819,95.72727272727273
15195,Netherlands,United States,2,2.6363636363636362,0.0
15196,Nigeria,DR Congo,5,26.545454545454547,0.0
15197,Oman,Kuwait,0,92.36363636363636,94.81818181818181
15198,Poland,Bulgaria,2,62.0,41.18181818181818
15199,Portugal,China PR,2,6.2727272727272725,84.0909090909091
15200,Romania,Israel,-2,40.90909090909091,36.63636363636363
15201,Scotland,Czech Republic,1,46.45454545454545,30.272727272727273
15202,Slovakia,Norway,-1,27.272727272727273,20.727272727272727
15203,Slovenia,Qatar,4,21.90909090909091,100.27272727272727
15204,South Africa,Namibia,0,69.63636363636364,120.36363636363636
15205,Switzerland,Uruguay,-2,20.454545454545453,12.0
15206,Syria,Lebanon,4,99.36363636363636,152.54545454545453
15207,Tanzania,Uganda,-1,112.27272727272727,71.27272727272727
15208,Turkey,Honduras,2,31.454545454545453,45.18181818181818
15209,Uzbekistan,United Arab Emirates,-1,92.36363636363636,100.63636363636364
15210,Venezuela,Panama,-1,51.72727272727273,75.36363636363636
15211,Wales,Sweden,-1,87.27272727272727,36.81818181818182
15212,Zimbabwe,Malawi,2,115.0,80.54545454545455
15213,Venezuela,North Korea,2,51.72727272727273,0.0
15214,Niger,Benin,2,141.45454545454547,64.9090909090909
15215,Mexico,North Korea,2,22.09090909090909,0.0
15216,Iceland,Faroe Islands,2,95.0909090909091,125.81818181818181
15217,Namibia,Botswana,0,120.36363636363636,95.72727272727273
15218,Martinique,Haiti,0,0.0,105.18181818181819
15219,Mexico,Iceland,0,22.09090909090909,95.0909090909091
15220,Chile,Venezuela,0,13.727272727272727,51.72727272727273
15221,Paraguay,South Africa,0,23.727272727272727,69.63636363636364
15222,Saint Kitts and Nevis,Guadeloupe,3,0.0,0.0
15223,Japan,Serbia,-3,36.72727272727273,17.181818181818183
15224,Honduras,Venezuela,-1,45.18181818181818,51.72727272727273
15225,South Africa,North Korea,0,69.63636363636364,0.0
15226,South Africa,Jamaica,2,69.63636363636364,77.45454545454545
15227,Argentina,Haiti,4,6.363636363636363,105.18181818181819
15228,Chile,Trinidad and Tobago,2,13.727272727272727,88.18181818181819
15229,Mexico,Ecuador,0,22.09090909090909,50.63636363636363
15230,Mexico,Senegal,1,22.09090909090909,80.72727272727273
15231,Yemen,Malawi,1,111.81818181818181,80.54545454545455
15232,Germany,Malta,3,4.636363636363637,156.0909090909091
15233,Mexico,Angola,1,22.09090909090909,88.27272727272727
15234,Paraguay,North Korea,1,23.727272727272727,0.0
15235,South Korea,Ecuador,2,0.0,50.63636363636363
15236,Mexico,Chile,1,22.09090909090909,13.727272727272727
15237,South Africa,Thailand,4,69.63636363636364,106.0
15238,Yemen,Oman,-1,111.81818181818181,92.36363636363636
15239,Austria,Croatia,-1,57.18181818181818,10.818181818181818
15240,Belgium,Bulgaria,2,60.0,41.18181818181818
15241,Gabon,Togo,3,38.81818181818182,81.0909090909091
15242,Corsica,Brittany,2,0.0,0.0
15243,Aruba,Venezuela,-3,198.1818181818182,51.72727272727273
15244,DR Congo,Saudi Arabia,-2,0.0,67.27272727272727
15245,Estonia,Finland,2,91.63636363636364,62.09090909090909
15246,Brittany,Togo,2,0.0,81.0909090909091
15247,Corsica,Gabon,0,0.0,38.81818181818182
15248,Turkey,Czech Republic,2,31.454545454545453,30.272727272727273
15249,Croatia,Wales,2,10.818181818181818,87.27272727272727
15250,Argentina,Canada,5,6.363636363636363,77.27272727272727
15251,Australia,New Zealand,2,21.454545454545453,65.81818181818181
15252,England,Mexico,3,7.090909090909091,22.09090909090909
15253,Japan,South Korea,-2,36.72727272727273,0.0
15254,Portugal,Cape Verde,0,6.2727272727272725,0.0
15255,South Africa,Bulgaria,0,69.63636363636364,41.18181818181818
15256,Armenia,Uzbekistan,3,89.63636363636364,92.36363636363636
15257,Georgia,Cameroon,0,103.54545454545455,29.818181818181817
15258,Greece,North Korea,0,11.636363636363637,0.0
15259,Republic of Ireland,Paraguay,2,37.18181818181818,23.727272727272727
15260,Montenegro,Albania,-1,54.81818181818182,75.54545454545455
15261,Nigeria,Saudi Arabia,0,26.545454545454547,67.27272727272727
15262,Ukraine,Lithuania,4,27.454545454545453,52.0
15263,United States,Czech Republic,-2,0.0,30.272727272727273
15264,Azerbaijan,Moldova,0,104.0,87.27272727272727
15265,Chile,Zambia,3,13.727272727272727,72.63636363636364
15266,Estonia,Croatia,0,91.63636363636364,10.818181818181818
15267,France,Costa Rica,2,15.181818181818182,51.45454545454545
15268,Netherlands,Mexico,2,2.6363636363636362,22.09090909090909
15269,Northern Ireland,Turkey,-2,48.27272727272727,31.454545454545453
15270,Uruguay,Israel,4,12.0,36.63636363636363
15271,Belarus,Honduras,0,66.54545454545455,45.18181818181818
15272,Denmark,Senegal,2,30.272727272727273,80.72727272727273
15273,South Africa,Colombia,2,69.63636363636364,40.09090909090909
15274,Republic of Ireland,Algeria,3,37.18181818181818,32.18181818181818
15275,Azerbaijan,North Macedonia,-2,104.0,67.18181818181819
15276,Hungary,Germany,-3,51.72727272727273,4.636363636363637
15277,Iceland,Andorra,4,95.0909090909091,201.54545454545453
15278,Moldova,United Arab Emirates,-1,87.27272727272727,100.63636363636364
15279,New Zealand,Serbia,1,65.81818181818181,17.181818181818183
15280,Norway,Montenegro,2,20.727272727272727,54.81818181818182
15281,Poland,Finland,0,62.0,62.09090909090909
15282,Slovakia,Cameroon,0,27.272727272727273,29.818181818181817
15283,Spain,Saudi Arabia,3,1.1818181818181819,67.27272727272727
15284,Sweden,Bosnia and Herzegovina,4,36.81818181818182,51.54545454545455
15285,Ukraine,Romania,3,27.454545454545453,40.90909090909091
15286,United States,Turkey,2,0.0,31.454545454545453
15287,Venezuela,Canada,0,51.72727272727273,77.27272727272727
15288,Belarus,South Korea,1,66.54545454545455,0.0
15289,Chile,Northern Ireland,1,13.727272727272727,48.27272727272727
15290,Chile,Israel,3,13.727272727272727,36.63636363636363
15291,Grenada,Martinique,0,122.27272727272727,0.0
15292,Japan,England,-1,36.72727272727273,7.090909090909091
15293,Mexico,Gambia,5,22.09090909090909,97.45454545454545
15294,Nigeria,Colombia,0,26.545454545454547,40.09090909090909
15295,Paraguay,Ivory Coast,0,23.727272727272727,0.0
15296,Tunisia,France,0,54.09090909090909,15.181818181818182
15297,South Africa,Guatemala,5,69.63636363636364,120.18181818181819
15298,Gozo,Padania,-1,0.0,0.0
15299,Iraqi Kurdistan,Two Sicilies,4,0.0,0.0
15300,Australia,Denmark,1,21.454545454545453,30.272727272727273
15301,Netherlands,Ghana,4,2.6363636363636362,24.181818181818183
15302,Portugal,Cameroon,3,6.2727272727272725,29.818181818181817
15303,Switzerland,Costa Rica,-1,20.454545454545453,51.45454545454545
15304,Occitania,Padania,-1,0.0,0.0
15305,Provence,Two Sicilies,-1,0.0,0.0
15306,Albania,Andorra,1,75.54545454545455,201.54545454545453
15307,Azerbaijan,Honduras,0,104.0,45.18181818181818
15308,Belarus,Sweden,-1,66.54545454545455,36.81818181818182
15309,Greece,Paraguay,-2,11.636363636363637,23.727272727272727
15310,Norway,Ukraine,-1,20.727272727272727,27.454545454545453
15311,Romania,North Macedonia,-1,40.90909090909091,67.18181818181819
15312,Serbia,Poland,0,17.181818181818183,62.0
15313,Zimbabwe,Brazil,-3,115.0,2.5454545454545454
15314,Gozo,Occitania,-5,0.0,0.0
15315,Iraqi Kurdistan,Provence,3,0.0,0.0
15316,Germany,Bosnia and Herzegovina,3,4.636363636363637,51.54545454545455
15317,Italy,Mexico,-1,9.272727272727273,22.09090909090909
15318,Spain,South Korea,1,1.1818181818181819,0.0
15319,France,China PR,-1,15.181818181818182,84.0909090909091
15320,Japan,Ivory Coast,-2,36.72727272727273,0.0
15321,Luxembourg,Faroe Islands,0,126.63636363636364,125.81818181818181
15322,Slovenia,New Zealand,3,21.90909090909091,65.81818181818181
15323,Sudan,Palestine,0,110.75,173.9090909090909
15324,Iraqi Kurdistan,Occitania,2,0.0,0.0
15325,Padania,Two Sicilies,2,0.0,0.0
15326,Gozo,Provence,2,0.0,0.0
15327,Algeria,United Arab Emirates,1,32.18181818181818,100.63636363636364
15328,Australia,United States,-2,21.454545454545453,0.0
15329,Ghana,Latvia,1,24.181818181818183,56.72727272727273
15330,Netherlands,Hungary,6,2.6363636363636362,51.72727272727273
15331,Romania,Honduras,3,40.90909090909091,45.18181818181818
15332,Serbia,Cameroon,4,17.181818181818183,29.818181818181817
15333,Slovakia,Costa Rica,3,27.272727272727273,51.45454545454545
15334,South Africa,Denmark,1,69.63636363636364,30.272727272727273
15335,Switzerland,Italy,0,20.454545454545453,9.272727272727273
15336,Occitania,Two Sicilies,2,0.0,0.0
15337,Iraqi Kurdistan,Padania,-1,0.0,0.0
15338,Nigeria,North Korea,3,26.545454545454547,0.0
15339,Tanzania,Brazil,-4,112.27272727272727,2.5454545454545454
15340,Mozambique,Portugal,-3,87.18181818181819,6.2727272727272725
15341,Spain,Poland,6,1.1818181818181819,62.0
15342,South Africa,Mexico,0,69.63636363636364,22.09090909090909
15343,Uruguay,France,0,12.0,15.181818181818182
15344,Argentina,Nigeria,1,6.363636363636363,26.545454545454547
15345,England,United States,0,7.090909090909091,0.0
15346,South Korea,Greece,2,0.0,11.636363636363637
15347,Algeria,Slovenia,-1,32.18181818181818,21.90909090909091
15348,Germany,Australia,4,4.636363636363637,21.454545454545453
15349,Serbia,Ghana,-1,17.181818181818183,24.181818181818183
15350,Italy,Paraguay,0,9.272727272727273,23.727272727272727
15351,Japan,Cameroon,1,36.72727272727273,29.818181818181817
15352,Netherlands,Denmark,2,2.6363636363636362,30.272727272727273
15353,Brazil,North Korea,2,2.5454545454545454,0.0
15354,Ivory Coast,Portugal,0,0.0,6.2727272727272725
15355,New Zealand,Slovakia,0,65.81818181818181,27.272727272727273
15356,Honduras,Chile,-1,45.18181818181818,13.727272727272727
15357,South Africa,Uruguay,-3,69.63636363636364,12.0
15358,Spain,Switzerland,-1,1.1818181818181819,20.454545454545453
15359,Argentina,South Korea,4,6.363636363636363,0.0
15360,France,Mexico,-2,15.181818181818182,22.09090909090909
15361,Greece,Nigeria,2,11.636363636363637,26.545454545454547
15362,England,Algeria,0,7.090909090909091,32.18181818181818
15363,Germany,Serbia,-1,4.636363636363637,17.181818181818183
15364,Lithuania,Latvia,0,52.0,56.72727272727273
15365,Slovenia,United States,0,21.90909090909091,0.0
15366,Cameroon,Denmark,-1,29.818181818181817,30.272727272727273
15367,Estonia,Latvia,0,91.63636363636364,56.72727272727273
15368,Ghana,Australia,0,24.181818181818183,21.454545454545453
15369,Netherlands,Japan,1,2.6363636363636362,36.72727272727273
15370,Niger,Chad,0,141.45454545454547,139.54545454545453
15371,Northern Mariana Islands,Guam,0,0.0,190.27272727272728
15372,Brazil,Ivory Coast,3,2.5454545454545454,0.0
15373,Italy,New Zealand,0,9.272727272727273,65.81818181818181
15374,Lithuania,Estonia,2,52.0,91.63636363636364
15375,Slovakia,Paraguay,-2,27.272727272727273,23.727272727272727
15376,Sudan,Tunisia,-4,110.75,54.09090909090909
15377,Chile,Switzerland,1,13.727272727272727,20.454545454545453
15378,Portugal,North Korea,7,6.2727272727272725,0.0
15379,Spain,Honduras,2,1.1818181818181819,45.18181818181818
15380,Greece,Argentina,-2,11.636363636363637,6.363636363636363
15381,Mexico,Uruguay,-1,22.09090909090909,12.0
15382,Nigeria,South Korea,0,26.545454545454547,0.0
15383,South Africa,France,2,69.63636363636364,15.181818181818182
15384,Australia,Serbia,2,21.454545454545453,17.181818181818183
15385,Ghana,Germany,-1,24.181818181818183,4.636363636363637
15386,Slovenia,England,-1,21.90909090909091,7.090909090909091
15387,United States,Algeria,1,0.0,32.18181818181818
15388,Cameroon,Netherlands,-1,29.818181818181817,2.6363636363636362
15389,Denmark,Japan,-2,30.272727272727273,36.72727272727273
15390,Paraguay,New Zealand,0,23.727272727272727,65.81818181818181
15391,Slovakia,Italy,3,27.272727272727273,9.272727272727273
15392,Chile,Spain,-1,13.727272727272727,1.1818181818181819
15393,North Korea,Ivory Coast,-3,0.0,0.0
15394,Portugal,Brazil,0,6.2727272727272725,2.5454545454545454
15395,Switzerland,Honduras,0,20.454545454545453,45.18181818181818
15396,China PR,Tajikistan,4,84.0909090909091,140.9090909090909
15397,Uruguay,South Korea,2,12.0,0.0
15398,United States,Ghana,-1,0.0,24.181818181818183
15399,Argentina,Mexico,3,6.363636363636363,22.09090909090909
15400,Germany,England,4,4.636363636363637,7.090909090909091
15401,Brazil,Chile,3,2.5454545454545454,13.727272727272727
15402,Netherlands,Slovakia,2,2.6363636363636362,27.272727272727273
15403,Paraguay,Japan,0,23.727272727272727,36.72727272727273
