,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
18603,Tunisia,Congo,3,46.083333333333336,89.08333333333333
18604,Turkey,Ghana,0,46.5,22.75
18605,Ukraine,Israel,2,32.416666666666664,65.16666666666667
18606,Venezuela,Bolivia,0,39.25,57.833333333333336
18607,Wales,Republic of Ireland,0,55.25,48.333333333333336
18608,Zambia,Senegal,0,55.083333333333336,76.5
18609,Syria,Jordan,0,138.25,77.5
18610,South Africa,Burkina Faso,2,63.416666666666664,54.333333333333336
18611,Zimbabwe,Zambia,0,104.66666666666667,55.083333333333336
18612,Afghanistan,Pakistan,3,145.66666666666666,170.41666666666666
18613,Zambia,Zimbabwe,-1,55.083333333333336,104.66666666666667
18614,Mozambique,Angola,0,110.5,91.5
18615,Cameroon,DR Congo,-1,62.916666666666664,0.0
18616,Libya,Mali,1,63.75,31.25
18617,Botswana,Uganda,-2,113.75,85.08333333333333
18618,DR Congo,Cameroon,0,0.0,62.916666666666664
18619,Libya,Ghana,1,63.75,22.75
18620,Angola,Mozambique,0,91.5,110.5
18621,Nepal,Bangladesh,2,169.66666666666666,159.33333333333334
18622,India,Pakistan,1,152.0,170.41666666666666
18623,Afghanistan,Bhutan,3,145.66666666666666,207.0
18624,Maldives,Sri Lanka,10,156.75,173.66666666666666
18625,Bangladesh,India,0,159.33333333333334,152.0
18626,Botswana,Malawi,1,113.75,114.5
18627,Nepal,Pakistan,0,169.66666666666666,170.41666666666666
18628,Bhutan,Maldives,-6,207.0,156.75
18629,Equatorial Guinea,Libya,0,89.16666666666667,63.75
18630,Sri Lanka,Afghanistan,-2,173.66666666666666,145.66666666666666
18631,Bangladesh,Pakistan,-1,159.33333333333334,170.41666666666666
18632,Nepal,India,2,169.66666666666666,152.0
18633,Qatar,Mauritius,3,104.5,183.91666666666666
18634,Saudi Arabia,New Zealand,-1,105.33333333333333,78.16666666666667
18635,United Arab Emirates,Trinidad and Tobago,0,85.75,79.08333333333333
18636,Afghanistan,Maldives,0,145.66666666666666,156.75
18637,Belarus,Kyrgyzstan,3,72.83333333333333,0.0
18638,Bosnia and Herzegovina,Slovakia,-1,19.25,56.833333333333336
18639,Burma,Hong Kong,0,0.0,149.83333333333334
18640,Chile,Venezuela,3,20.5,39.25
18641,China PR,Singapore,6,96.5,158.16666666666666
18642,Colombia,Ecuador,1,4.916666666666667,15.666666666666666
18643,Costa Rica,United States,3,43.5,0.0
18644,Czech Republic,Armenia,-1,26.916666666666668,66.83333333333333
18645,England,Moldova,4,9.916666666666666,122.75
18646,Estonia,Netherlands,0,89.66666666666667,7.666666666666667
18647,Finland,Spain,-2,73.5,1.0
18648,Georgia,France,0,90.58333333333333,19.666666666666668
18649,Germany,Austria,3,2.0833333333333335,61.833333333333336
18650,Ghana,Zambia,2,22.75,55.083333333333336
18651,Republic of Ireland,Sweden,-1,48.333333333333336,24.833333333333332
18652,Italy,Bulgaria,1,6.333333333333333,57.333333333333336
18653,Japan,Guatemala,3,35.083333333333336,97.33333333333333
18654,Jordan,Uzbekistan,0,77.5,60.583333333333336
18655,Kazakhstan,Faroe Islands,2,140.25,165.91666666666666
18656,South Korea,Haiti,4,0.0,64.58333333333333
18657,Kuwait,North Korea,2,110.91666666666667,0.0
18658,Latvia,Lithuania,2,113.75,108.66666666666667
18659,Lebanon,Syria,2,126.16666666666667,138.25
18660,Liechtenstein,Greece,-1,152.83333333333334,12.416666666666666
18661,North Macedonia,Wales,2,82.08333333333333,55.25
18662,Malta,Denmark,-1,144.0,23.583333333333332
18663,Mexico,Honduras,-1,18.166666666666668,47.333333333333336
18664,Northern Ireland,Portugal,-2,102.16666666666667,7.083333333333333
18665,Norway,Cyprus,2,34.5,128.0
18666,Panama,Jamaica,0,40.416666666666664,66.41666666666667
18667,Paraguay,Bolivia,4,44.083333333333336,57.833333333333336
18668,Peru,Uruguay,-1,34.083333333333336,12.5
18669,Poland,Montenegro,0,66.83333333333333,34.083333333333336
18670,Romania,Hungary,3,32.25,35.0
18671,Russia,Luxembourg,4,14.416666666666666,139.0
18672,Scotland,Belgium,-2,57.75,12.916666666666666
18673,Serbia,Croatia,0,36.416666666666664,9.666666666666666
18674,Slovenia,Albania,1,44.083333333333336,51.583333333333336
18675,Sri Lanka,Bhutan,5,173.66666666666666,207.0
18676,Switzerland,Iceland,0,12.666666666666666,69.0
18677,Turkey,Andorra,5,46.5,202.66666666666666
18678,Ukraine,San Marino,9,32.416666666666664,207.0
18679,Angola,Liberia,4,91.5,107.0
18680,Brazil,Australia,6,14.25,47.083333333333336
18681,Burkina Faso,Gabon,1,54.333333333333336,77.33333333333333
18682,Central African Republic,Ethiopia,-1,78.33333333333333,102.25
18683,Gambia,Tanzania,2,146.16666666666666,121.66666666666667
18684,Israel,Azerbaijan,0,65.16666666666667,110.5
18685,Ivory Coast,Morocco,0,0.0,75.25
18686,Niger,Congo,0,102.16666666666667,89.08333333333333
18687,Nigeria,Malawi,2,34.5,114.5
18688,Senegal,Uganda,1,76.5,85.08333333333333
18689,Sierra Leone,Equatorial Guinea,3,70.58333333333333,89.16666666666667
18690,South Africa,Botswana,4,63.416666666666664,113.75
18691,Tunisia,Cape Verde,3,46.083333333333336,0.0
18692,Benin,Rwanda,2,99.66666666666667,132.5
18693,Cameroon,Libya,1,62.916666666666664,63.75
18694,Canada,Mauritania,0,89.0,165.08333333333334
18695,Kenya,Namibia,1,121.66666666666667,125.33333333333333
18696,Nepal,Afghanistan,-1,169.66666666666666,145.66666666666666
18697,Sudan,Lesotho,-2,127.25,153.08333333333334
18698,Togo,DR Congo,2,73.58333333333333,0.0
18699,Zimbabwe,Mozambique,0,104.66666666666667,110.5
18700,Kuwait,Bahrain,2,110.91666666666667,117.58333333333333
18701,Maldives,India,-1,156.75,152.0
18702,Qatar,Lebanon,0,104.5,126.16666666666667
18703,Saudi Arabia,Trinidad and Tobago,-2,105.33333333333333,79.08333333333333
18704,United Arab Emirates,New Zealand,2,85.75,78.16666666666667
18705,Algeria,Mali,1,31.25,31.25
18706,Andorra,Netherlands,-2,202.66666666666666,7.666666666666667
18707,Armenia,Denmark,-1,66.83333333333333,23.583333333333332
18708,Austria,Republic of Ireland,1,61.833333333333336,48.333333333333336
18709,Belarus,France,-2,72.83333333333333,19.666666666666668
18710,Bolivia,Ecuador,0,57.833333333333336,15.666666666666666
18711,Brazil,Portugal,3,14.25,7.083333333333333
18712,Canada,Mauritania,-1,89.0,165.08333333333334
18713,China PR,Malaysia,2,96.5,159.83333333333334
18714,Cyprus,Slovenia,-2,128.0,44.083333333333336
18715,Egypt,Guinea,4,59.083333333333336,69.25
18716,Faroe Islands,Germany,-3,165.91666666666666,2.0833333333333335
18717,Georgia,Finland,-1,90.58333333333333,73.5
18718,Greece,Latvia,1,12.416666666666666,113.75
18719,Honduras,Panama,0,47.333333333333336,40.416666666666664
18720,Hong Kong,Singapore,1,149.83333333333334,158.16666666666666
18721,Hungary,Estonia,5,35.0,89.66666666666667
18722,Iceland,Albania,2,69.0,51.583333333333336
18723,Italy,Czech Republic,2,6.333333333333333,26.916666666666668
18724,Jamaica,Costa Rica,0,66.41666666666667,43.5
18725,Japan,Ghana,3,35.083333333333336,22.75
18726,Kazakhstan,Sweden,-1,140.25,24.833333333333332
18727,South Korea,Croatia,-1,0.0,9.666666666666666
18728,Lithuania,Liechtenstein,2,108.66666666666667,152.83333333333334
18729,Luxembourg,Northern Ireland,3,139.0,102.16666666666667
18730,North Macedonia,Scotland,-1,82.08333333333333,57.75
18731,Malta,Bulgaria,-1,144.0,57.333333333333336
18732,Nigeria,Burkina Faso,4,34.5,54.333333333333336
18733,Norway,Switzerland,-2,34.5,12.666666666666666
18734,Paraguay,Argentina,-3,44.083333333333336,3.0833333333333335
18735,Romania,Turkey,-2,32.25,46.5
18736,Russia,Israel,3,14.416666666666666,65.16666666666667
18737,San Marino,Poland,-4,207.0,66.83333333333333
18738,Slovakia,Bosnia and Herzegovina,-1,56.833333333333336,19.25
18739,South Africa,Zimbabwe,-1,63.416666666666664,104.66666666666667
18740,Spain,Chile,0,1.0,20.5
18741,Ukraine,England,0,32.416666666666664,9.916666666666666
18742,Uruguay,Colombia,2,12.5,4.916666666666667
18743,United States,Mexico,2,0.0,18.166666666666668
18744,Uzbekistan,Jordan,0,60.583333333333336,77.5
18745,Venezuela,Peru,3,39.25,34.083333333333336
18746,Wales,Serbia,-3,55.25,36.416666666666664
18747,Botswana,Burkina Faso,1,113.75,54.333333333333336
18748,Egypt,Uganda,2,59.083333333333336,85.08333333333333
18749,Iraq,Yemen,3,99.58333333333333,172.41666666666666
18750,Lebanon,Iraq,0,126.16666666666667,99.58333333333333
18751,Jordan,Kuwait,0,77.5,110.91666666666667
18752,Oman,Mauritania,0,98.16666666666667,165.08333333333334
18753,Qatar,Vietnam,-1,104.5,141.75
18754,Singapore,Laos,1,158.16666666666666,167.83333333333334
18755,Thailand,Bahrain,1,140.25,117.58333333333333
18756,Albania,Switzerland,-1,51.583333333333336,12.666666666666666
18757,Andorra,Romania,-4,202.66666666666666,32.25
18758,Argentina,Peru,3,3.0833333333333335,34.083333333333336
18759,Armenia,Bulgaria,2,66.83333333333333,57.333333333333336
18760,Azerbaijan,Northern Ireland,2,110.5,102.16666666666667
18761,Bosnia and Herzegovina,Liechtenstein,4,19.25,152.83333333333334
18762,Colombia,Chile,0,4.916666666666667,20.5
18763,Croatia,Belgium,-1,9.666666666666666,12.916666666666666
18764,Denmark,Italy,0,23.583333333333332,6.333333333333333
18765,Ecuador,Uruguay,1,15.666666666666666,12.5
18766,England,Montenegro,4,9.916666666666666,34.083333333333336
18767,Estonia,Turkey,-2,89.66666666666667,46.5
18768,Faroe Islands,Kazakhstan,0,165.91666666666666,140.25
18769,France,Australia,6,19.666666666666668,47.083333333333336
18770,Germany,Republic of Ireland,3,2.0833333333333335,48.333333333333336
18771,Greece,Slovakia,1,12.416666666666666,56.833333333333336
18772,Honduras,Costa Rica,1,47.333333333333336,43.5
18773,Iceland,Cyprus,2,69.0,128.0
18774,Lithuania,Latvia,2,108.66666666666667,113.75
18775,Luxembourg,Russia,-4,139.0,14.416666666666666
18776,Malta,Czech Republic,-3,144.0,26.916666666666668
18777,Mexico,Panama,2,18.166666666666668,40.416666666666664
18778,Moldova,San Marino,3,122.75,207.0
18779,Morocco,South Africa,0,75.25,63.416666666666664
18780,Netherlands,Hungary,8,7.666666666666667,35.0
18781,Philippines,Chinese Taipei,-1,141.08333333333334,173.91666666666666
18782,Portugal,Israel,0,7.083333333333333,65.16666666666667
18783,Serbia,Japan,2,36.416666666666664,35.083333333333336
18784,Slovenia,Norway,3,44.083333333333336,34.5
18785,Spain,Belarus,2,1.0,72.83333333333333
18786,Sweden,Austria,2,24.833333333333332,61.833333333333336
18787,Ukraine,Poland,1,32.416666666666664,66.83333333333333
18788,United States,Jamaica,2,0.0,66.41666666666667
18789,Venezuela,Paraguay,0,39.25,44.083333333333336
18790,Wales,North Macedonia,1,55.25,82.08333333333333
18791,Burkina Faso,Algeria,3,54.333333333333336,31.25
18792,Ivory Coast,Senegal,3,0.0,76.5
18793,South Korea,Brazil,-2,0.0,14.25
18794,Ethiopia,Nigeria,-1,102.25,34.5
18795,Qatar,Yemen,6,104.5,172.41666666666666
18796,Tunisia,Cameroon,0,46.083333333333336,62.916666666666664
18797,Australia,Canada,3,47.083333333333336,89.0
18798,Azerbaijan,Russia,0,110.5,14.416666666666666
18799,Belarus,Japan,1,72.83333333333333,35.083333333333336
18800,Belgium,Wales,0,12.916666666666666,55.25
18801,Brazil,Zambia,2,14.25,55.083333333333336
18802,Bulgaria,Czech Republic,-1,57.333333333333336,26.916666666666668
18803,Chile,Ecuador,2,20.5,15.666666666666666
18804,Costa Rica,Mexico,2,43.5,18.166666666666668
18805,Cyprus,Albania,0,128.0,51.583333333333336
18806,Denmark,Malta,6,23.583333333333332,144.0
18807,England,Poland,2,9.916666666666666,66.83333333333333
18808,Faroe Islands,Austria,-3,165.91666666666666,61.833333333333336
18809,France,Finland,3,19.666666666666668,73.5
18810,Ghana,Egypt,6,22.75,59.083333333333336
18811,Greece,Liechtenstein,2,12.416666666666666,152.83333333333334
18812,Hong Kong,United Arab Emirates,-4,149.83333333333334,85.75
18813,Hungary,Andorra,2,35.0,202.66666666666666
18814,Indonesia,China PR,0,165.58333333333334,96.5
18815,Iran,Thailand,2,0.0,140.25
18816,Iraq,Saudi Arabia,-2,99.58333333333333,105.33333333333333
18817,Republic of Ireland,Kazakhstan,3,48.333333333333336,140.25
18818,Israel,Northern Ireland,0,65.16666666666667,102.16666666666667
18819,Italy,Armenia,0,6.333333333333333,66.83333333333333
18820,Jamaica,Honduras,0,66.41666666666667,47.333333333333336
18821,Jordan,Oman,0,77.5,98.16666666666667
18822,South Korea,Mali,3,0.0,31.25
18823,Kyrgyzstan,Tajikistan,-3,0.0,119.83333333333333
18824,Latvia,Slovakia,0,113.75,56.833333333333336
18825,Lebanon,Kuwait,0,126.16666666666667,110.91666666666667
18826,Lithuania,Bosnia and Herzegovina,-1,108.66666666666667,19.25
18827,Malaysia,Bahrain,0,159.83333333333334,117.58333333333333
18828,Montenegro,Moldova,-3,34.083333333333336,122.75
18829,Norway,Iceland,0,34.5,69.0
18830,Panama,United States,-1,40.416666666666664,0.0
18831,Paraguay,Colombia,-1,44.083333333333336,4.916666666666667
18832,Peru,Bolivia,0,34.083333333333336,57.833333333333336
18833,Philippines,Pakistan,3,141.08333333333334,170.41666666666666
18834,Portugal,Luxembourg,3,7.083333333333333,139.0
18835,Romania,Estonia,2,32.25,89.66666666666667
18836,San Marino,Ukraine,-8,207.0,32.416666666666664
18837,Scotland,Croatia,2,57.75,9.666666666666666
18838,Serbia,North Macedonia,5,36.416666666666664,82.08333333333333
18839,Singapore,Syria,2,158.16666666666666,138.25
18840,Spain,Georgia,2,1.0,90.58333333333333
18841,Sweden,Germany,-2,24.833333333333332,2.0833333333333335
18842,Switzerland,Slovenia,1,12.666666666666666,44.083333333333336
18843,Trinidad and Tobago,New Zealand,0,79.08333333333333,78.16666666666667
18844,Turkey,Netherlands,-2,46.5,7.666666666666667
18845,Uruguay,Argentina,3,12.5,3.0833333333333335
18846,Uzbekistan,Vietnam,3,60.583333333333336,141.75
18847,Jordan,Nigeria,1,77.5,34.5
18848,Indonesia,Kyrgyzstan,4,165.58333333333334,0.0
18849,Jordan,Zambia,1,77.5,55.083333333333336
18850,Kuwait,Malaysia,3,110.91666666666667,159.83333333333334
18851,Bahrain,Lebanon,1,117.58333333333333,126.16666666666667
18852,United Arab Emirates,Philippines,4,85.75,141.08333333333334
18853,Jordan,Uruguay,-5,77.5,12.5
18854,Belgium,Colombia,-2,12.916666666666666,4.916666666666667
18855,Bonaire,Suriname,-2,0.0,118.16666666666667
18856,Curaçao,Aruba,2,178.08333333333334,159.0
18857,Egypt,Zambia,2,59.083333333333336,55.083333333333336
18858,Argentina,Ecuador,0,3.0833333333333335,15.666666666666666
18859,Bahrain,Malaysia,1,117.58333333333333,159.83333333333334
18860,Belarus,Albania,0,72.83333333333333,51.583333333333336
18861,China PR,Indonesia,1,96.5,165.58333333333334
18862,Czech Republic,Canada,2,26.916666666666668,89.0
18863,Denmark,Norway,2,23.583333333333332,34.5
18864,England,Chile,-2,9.916666666666666,20.5
18865,Estonia,Azerbaijan,2,89.66666666666667,110.5
18866,Greece,Romania,3,12.416666666666666,32.25
18867,Iceland,Croatia,0,69.0,9.666666666666666
18868,India,Philippines,0,152.0,141.08333333333334
18869,Republic of Ireland,Latvia,3,48.333333333333336,113.75
18870,Italy,Germany,0,6.333333333333333,2.0833333333333335
18871,Jamaica,Trinidad and Tobago,-1,66.41666666666667,79.08333333333333
18872,South Korea,Switzerland,2,0.0,12.666666666666666
18873,Kuwait,Lebanon,0,110.91666666666667,126.16666666666667
18874,Libya,Niger,0,63.75,102.16666666666667
18875,Poland,Slovakia,-2,66.83333333333333,56.833333333333336
18876,Portugal,Sweden,1,7.083333333333333,24.833333333333332
18877,Russia,Serbia,0,14.416666666666666,36.416666666666664
18878,Saudi Arabia,Iraq,2,105.33333333333333,99.58333333333333
18879,Scotland,United States,0,57.75,0.0
18880,Eswatini,South Africa,-3,0.0,63.416666666666664
18881,Syria,Singapore,4,138.25,158.16666666666666
18882,Thailand,Iran,-3,140.25,0.0
18883,Turkey,Northern Ireland,1,46.5,102.16666666666667
18884,Ukraine,France,2,32.416666666666664,19.666666666666668
18885,United Arab Emirates,Hong Kong,4,85.75,149.83333333333334
18886,Vietnam,Uzbekistan,-3,141.75,60.583333333333336
18887,Yemen,Qatar,-3,172.41666666666666,104.5
18888,Aruba,Bonaire,-1,159.0,0.0
18889,Curaçao,Suriname,-2,178.08333333333334,118.16666666666667
18890,Equatorial Guinea,Spain,-1,89.16666666666667,1.0
18891,Honduras,Brazil,-5,47.333333333333336,14.25
18892,Netherlands,Japan,0,7.666666666666667,35.083333333333336
18893,Nigeria,Ethiopia,2,34.5,102.25
18894,Senegal,Ivory Coast,0,76.5,0.0
18895,Uganda,Rwanda,0,85.08333333333333,132.5
18896,Wales,Finland,0,55.25,73.5
18897,Cameroon,Tunisia,4,62.916666666666664,46.083333333333336
18898,Luxembourg,Montenegro,-3,139.0,34.083333333333336
18899,Argentina,Bosnia and Herzegovina,2,3.0833333333333335,19.25
18900,Italy,Nigeria,0,6.333333333333333,34.5
18901,Moldova,Lithuania,0,122.75,108.66666666666667
18902,Algeria,Burkina Faso,1,31.25,54.333333333333336
18903,Australia,Costa Rica,1,47.083333333333336,43.5
18904,Austria,United States,1,61.833333333333336,0.0
18905,Bahrain,Yemen,2,117.58333333333333,172.41666666666666
18906,Belgium,Japan,-1,12.916666666666666,35.083333333333336
18907,Brazil,Chile,2,14.25,20.5
18908,Cambodia,Guam,-2,190.91666666666666,176.25
18909,China PR,Saudi Arabia,0,96.5,105.33333333333333
18910,Croatia,Iceland,2,9.666666666666666,69.0
18911,Egypt,Ghana,2,59.083333333333336,22.75
18912,England,Germany,-1,9.916666666666666,2.0833333333333335
18913,France,Ukraine,3,19.666666666666668,32.416666666666664
18914,Gibraltar,Slovakia,0,0.0,56.833333333333336
18915,Honduras,Ecuador,0,47.333333333333336,15.666666666666666
18916,Hong Kong,Uzbekistan,-2,149.83333333333334,60.583333333333336
18917,India,Nepal,2,152.0,169.66666666666666
18918,Indonesia,Iraq,-2,165.58333333333334,99.58333333333333
18919,Kuwait,Thailand,3,110.91666666666667,140.25
18920,Kyrgyzstan,Azerbaijan,0,0.0,110.5
18921,Lebanon,Iran,-3,126.16666666666667,0.0
18922,Liechtenstein,Estonia,-3,152.83333333333334,89.66666666666667
18923,Malaysia,Qatar,-1,159.83333333333334,104.5
18924,Malta,Faroe Islands,3,144.0,165.91666666666666
18925,Namibia,Mozambique,0,125.33333333333333,110.5
18926,Netherlands,Colombia,0,7.666666666666667,4.916666666666667
18927,Norway,Scotland,-1,34.5,57.75
18928,Poland,Republic of Ireland,0,66.83333333333333,48.333333333333336
18929,Romania,Greece,0,32.25,12.416666666666666
18930,Russia,South Korea,2,14.416666666666666,0.0
18931,Slovenia,Canada,1,44.083333333333336,89.0
18932,South Africa,Spain,1,63.416666666666664,1.0
18933,Sweden,Portugal,-1,24.833333333333332,7.083333333333333
18934,Syria,Oman,-1,138.25,98.16666666666667
18935,Tanzania,Zimbabwe,0,121.66666666666667,104.66666666666667
18936,Trinidad and Tobago,Jamaica,2,79.08333333333333,66.41666666666667
18937,Turkey,Belarus,2,46.5,72.83333333333333
18938,United Arab Emirates,Vietnam,5,85.75,141.75
18939,New Zealand,Mexico,-2,78.16666666666667,18.166666666666668
18940,Uruguay,Jordan,0,12.5,77.5
18941,Singapore,Cambodia,1,158.16666666666666,190.91666666666666
18942,Kenya,Ethiopia,0,121.66666666666667,102.25
18943,Seychelles,Maldives,3,195.83333333333334,156.75
18944,Zanzibar,South Sudan,2,0.0,200.83333333333334
18945,Burundi,Somalia,2,120.25,201.91666666666666
18946,Tanzania,Zambia,0,121.66666666666667,55.083333333333336
18947,Seychelles,Maldives,2,195.83333333333334,156.75
18948,Sudan,Eritrea,3,127.25,196.91666666666666
18949,Uganda,Rwanda,1,85.08333333333333,132.5
18950,Dominica,Saint Lucia,-1,166.16666666666666,0.0
18951,Ethiopia,Zanzibar,3,102.25,0.0
18952,Kenya,South Sudan,3,121.66666666666667,200.83333333333334
18953,Dominica,Saint Lucia,1,166.16666666666666,0.0
