home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
Malaysia,Kuwait,0,2,117.1666667,57,400.9166667,555.25,4,4,2004,FIFA World Cup qualification,60.16666667,-60.16666667
Maldives,South Korea,0,0,140.4166667,0,316.3333333,0,4,6,2004,FIFA World Cup qualification,140.4166667,-140.4166667
Malta,Finland,1,2,130.1666667,43.91666667,357.5,591.75,4,10,2004,Friendly,86.25,-86.25
Mexico,Costa Rica,2,0,6.5,24.66666667,739.0833333,661.4166667,13,7,2004,Friendly,-18.16666667,18.16666667
Moldova,Azerbaijan,2,1,108.8333333,115.75,430.4166667,409.25,3,5,2004,Friendly,-6.916666667,6.916666667
Morocco,Angola,3,1,33.08333333,81.16666667,640.9166667,507.1666667,7,5,2004,Friendly,-48.08333333,48.08333333
Netherlands,France,0,0,5,2,748.0833333,812.4166667,6,4,2004,Friendly,3,-3
Palestine,Iraq,1,1,130.8333333,43,355,592.5833333,0,8,2004,FIFA World Cup qualification,87.83333333,-87.83333333
Paraguay,Brazil,0,0,24.66666667,1,666.6666667,843.5833333,2,10,2004,FIFA World Cup qualification,23.66666667,-23.66666667
Peru,Colombia,0,2,72,33.75,527,633.0833333,8,8,2004,FIFA World Cup qualification,38.25,-38.25
Poland,United States,0,1,27,0,656.25,0,6,3,2004,Friendly,27,-27
Portugal,Italy,1,2,14.16666667,9.833333333,699.9166667,728.3333333,8,5,2004,Friendly,4.333333333,-4.333333333
Scotland,Romania,1,2,63.16666667,29.16666667,540.25,651.4166667,8,5,2004,Friendly,34,-34
Serbia,Norway,0,1,0,37.41666667,0,617.0833333,4,8,2004,Friendly,-37.41666667,37.41666667
Singapore,Japan,1,2,113.5,22.75,416.3333333,672.3333333,9,5,2004,FIFA World Cup qualification,90.75,-90.75
Slovakia,Austria,1,1,57.58333333,77.83333333,553.8333333,515.3333333,4,4,2004,Friendly,-20.25,20.25
Slovenia,Latvia,0,1,39.5,57.16666667,611.3333333,552.75,6,6,2004,Friendly,-17.66666667,17.66666667
Spain,Denmark,2,0,3.333333333,14.25,785.5833333,706.9166667,6,5,2004,Friendly,-10.91666667,10.91666667
Sri Lanka,Saudi Arabia,0,1,138.5,26.25,323.9166667,657.1666667,4,2,2004,FIFA World Cup qualification,112.25,-112.25
Saint Kitts and Nevis,U.S. Virgin Islands,7,0,0,0,0,0,2,0,2004,FIFA World Cup qualification,0,0
Sweden,England,1,0,19.16666667,8.333333333,681.75,733.5,5,4,2004,Friendly,10.83333333,-10.83333333
Tajikistan,Bahrain,0,0,135.25,53.75,341.75,561.4166667,3,4,2004,FIFA World Cup qualification,81.5,-81.5
Tunisia,Ivory Coast,0,2,35.16666667,0,631.75,0,9,6,2004,Friendly,35.16666667,-35.16666667
Turkmenistan,Indonesia,3,1,92.5,94.16666667,479.4166667,474.8333333,4,5,2004,FIFA World Cup qualification,-1.666666667,1.666666667
Uruguay,Venezuela,0,3,22.25,53.58333333,674.75,560.25,4,6,2004,FIFA World Cup qualification,-31.33333333,31.33333333
Vietnam,Lebanon,0,2,98.58333333,110.0833333,461.6666667,424.5,3,6,2004,FIFA World Cup qualification,-11.5,11.5
Yemen,Thailand,0,3,131.1666667,65.16666667,354.4166667,538.8333333,5,2,2004,FIFA World Cup qualification,66,-66
Bermuda,Nicaragua,2,1,164.5833333,164.6666667,215.75,214.8333333,1,5,2004,Friendly,-0.083333333,0.083333333
Vanuatu,Solomon Islands,1,2,149.3333333,139.25,281.5,320.9166667,0,3,2004,Friendly,10.08333333,-10.08333333
Vanuatu,Solomon Islands,1,2,149.3333333,139.25,281.5,320.9166667,0,3,2004,Friendly,10.08333333,-10.08333333
Honduras,Panama,0,0,52.91666667,113.8333333,561.6666667,411.6666667,8,1,2004,Friendly,-60.91666667,60.91666667
Mozambique,Eswatini,2,0,126.8333333,0,373.4166667,0,5,7,2004,Friendly,126.8333333,-126.8333333
Andorra,China PR,0,0,146.3333333,62.75,296.6666667,542.0833333,4,4,2004,Friendly,83.58333333,-83.58333333
Mozambique,Madagascar,2,0,126.8333333,129.4166667,373.4166667,364.3333333,5,7,2004,COSAFA Cup,-2.583333333,2.583333333
Sudan,Syria,1,2,108,85.75,431.75,499.4166667,8,4,2004,Friendly,22.25,-22.25
Sudan,Syria,0,0,108,85.75,431.75,499.4166667,8,4,2004,Friendly,22.25,-22.25
Hungary,Japan,3,2,72,22.75,526.0833333,672.3333333,5,5,2004,Friendly,49.25,-49.25
Curaçao,Dominican Republic,3,1,0,170.6666667,0,197.8333333,0,0,2004,Friendly,-170.6666667,170.6666667
Algeria,China PR,0,1,59.33333333,62.75,548.5833333,542.0833333,8,4,2004,Friendly,-3.416666667,3.416666667
Armenia,Turkmenistan,1,0,116.3333333,92.5,403.3333333,479.4166667,3,3,2004,Friendly,23.83333333,-23.83333333
Austria,Luxembourg,4,1,77.83333333,155.25,515.3333333,254.8333333,4,4,2004,Friendly,-77.41666667,77.41666667
Belarus,Lithuania,1,0,80.5,108,511.25,431.25,5,7,2004,Friendly,-27.5,27.5
Belgium,Turkey,2,3,25,9.75,659.9166667,725.5,5,10,2004,Friendly,15.25,-15.25
Bosnia and Herzegovina,Finland,1,0,68.83333333,43.91666667,532.5,591.75,3,10,2004,Friendly,24.91666667,-24.91666667
Bulgaria,Cameroon,3,0,38.58333333,15.91666667,613.1666667,704.6666667,5,5,2004,Friendly,22.66666667,-22.66666667
Chile,Peru,1,1,73.83333333,72,522.25,527,4,7,2004,Friendly,1.833333333,-1.833333333
Czech Republic,Japan,0,1,6.583333333,22.75,747,672.3333333,5,5,2004,Friendly,-16.16666667,16.16666667
Denmark,Scotland,1,0,14.25,63.16666667,706.9166667,540.25,5,4,2004,Friendly,-48.91666667,48.91666667
El Salvador,Colombia,0,2,101.75,33.75,449.3333333,633.0833333,8,8,2004,Friendly,68,-68
Estonia,Albania,1,1,74.33333333,90.5,522.75,486.9166667,7,6,2004,Friendly,-16.16666667,16.16666667
Ghana,Angola,1,1,78.16666667,81.16666667,514.3333333,507.1666667,6,5,2004,Friendly,-3,3
Honduras,Ecuador,1,1,52.91666667,40.41666667,561.6666667,605.3333333,8,5,2004,Friendly,12.5,-12.5
Hungary,Brazil,1,4,72,1,526.0833333,843.5833333,5,10,2004,Friendly,71,-71
Israel,Moldova,1,1,55.75,108.8333333,556.1666667,430.4166667,6,7,2004,Friendly,-53.08333333,53.08333333
Italy,Spain,1,1,9.833333333,3.333333333,728.3333333,785.5833333,6,5,2004,Friendly,6.5,-6.5
Ivory Coast,Guinea,4,2,0,89.41666667,0,490.25,1,4,2004,Friendly,-89.41666667,89.41666667
Jamaica,Venezuela,2,1,50.16666667,53.58333333,568.6666667,560.25,10,6,2004,Friendly,-3.416666667,3.416666667
Kazakhstan,Azerbaijan,2,3,140.8333333,115.75,317.0833333,409.25,0,5,2004,Friendly,25.08333333,-25.08333333
South Korea,Paraguay,0,0,0,24.66666667,0,666.6666667,9,12,2004,Friendly,-24.66666667,24.66666667
Latvia,Iceland,0,0,57.16666667,71.58333333,552.75,525.3333333,8,6,2004,Friendly,-14.41666667,14.41666667
North Macedonia,Croatia,0,1,91.25,22.5,484.6666667,668.6666667,6,6,2004,Friendly,68.75,-68.75
Morocco,Argentina,0,1,33.08333333,5,640.9166667,754.3333333,7,9,2004,Friendly,28.08333333,-28.08333333
Namibia,Botswana,0,0,148.5,109.6666667,285,424.8333333,3,5,2004,Friendly,38.83333333,-38.83333333
Netherlands,Greece,4,0,5,24.5,748.0833333,672.6666667,6,8,2004,Friendly,-19.5,19.5
Northern Ireland,Serbia,1,1,113.8333333,0,413.5833333,0,4,6,2004,Friendly,113.8333333,-113.8333333
Norway,Russia,3,2,37.41666667,28.75,617.0833333,651.75,6,6,2004,Friendly,8.666666667,-8.666666667
Panama,Bermuda,4,1,113.8333333,164.5833333,411.6666667,215.75,8,0,2004,Friendly,-50.75,50.75
Poland,Republic of Ireland,0,0,27,14.66666667,656.25,705.25,6,4,2004,Friendly,12.33333333,-12.33333333
Portugal,Sweden,2,2,14.16666667,19.16666667,699.9166667,681.75,8,9,2004,Friendly,-5,5
Romania,Germany,5,1,29.16666667,11.83333333,651.4166667,718.9166667,5,4,2004,Friendly,17.33333333,-17.33333333
San Marino,Liechtenstein,1,0,165.4166667,148.9166667,214.5833333,286.3333333,2,3,2004,Friendly,16.5,-16.5
Switzerland,Slovenia,2,1,46.16666667,39.5,583.1666667,611.3333333,5,4,2004,Friendly,6.666666667,-6.666666667
Tunisia,Mali,1,0,35.16666667,46.33333333,631.75,581.5,9,6,2004,Friendly,-11.16666667,11.16666667
Ukraine,Slovakia,1,1,70.08333333,57.58333333,532.0833333,553.8333333,6,6,2004,Friendly,12.5,-12.5
United States,Mexico,1,0,0,6.5,0,739.0833333,13,2,2004,Friendly,-6.5,6.5
Libya,Jordan,1,0,73.08333333,42.66666667,524,594.9166667,5,3,2004,Friendly,30.41666667,-30.41666667
Nicaragua,Bermuda,2,0,164.6666667,164.5833333,214.8333333,215.75,0,0,2004,Friendly,0.083333333,-0.083333333
Guatemala,Panama,1,2,76.16666667,113.8333333,519.4166667,411.6666667,5,1,2004,Friendly,-37.66666667,37.66666667
Zambia,Zimbabwe,1,1,72,49.91666667,527.0833333,569.3333333,3,9,2004,Friendly,22.08333333,-22.08333333
Nicaragua,Bermuda,2,0,164.6666667,164.5833333,214.8333333,215.75,0,0,2004,Friendly,0.083333333,-0.083333333
Jersey,Guernsey,3,0,0,0,0,0,4,1,2004,Friendly,0,0
Cook Islands,Samoa,0,0,190.25,178.25,97.33333333,167.4166667,0,0,2004,Friendly,12,-12
Guatemala,Haiti,1,0,76.16666667,92.08333333,519.4166667,478,5,6,2004,Friendly,-15.91666667,15.91666667
Grenada,Saint Vincent and the Grenadines,1,1,144.25,0,303,0,0,0,2004,Friendly,144.25,-144.25
Angola,Namibia,2,1,81.16666667,148.5,507.1666667,285,5,4,2004,COSAFA Cup,-67.33333333,67.33333333
Papua New Guinea,Vanuatu,1,1,167.9166667,149.3333333,204.3333333,281.5,4,6,2004,FIFA World Cup qualification,18.58333333,-18.58333333
Samoa,American Samoa,4,0,178.25,203,167.4166667,18.25,0,0,2004,FIFA World Cup qualification,-24.75,24.75
Solomon Islands,Tonga,6,0,139.25,182.8333333,320.9166667,139.3333333,2,2,2004,FIFA World Cup qualification,-43.58333333,43.58333333
Tahiti,Cook Islands,2,0,127.0833333,190.25,368.4166667,97.33333333,5,0,2004,FIFA World Cup qualification,-63.16666667,63.16666667
American Samoa,Vanuatu,1,9,203,149.3333333,18.25,281.5,0,6,2004,FIFA World Cup qualification,53.66666667,-53.66666667
El Salvador,Haiti,3,3,101.75,92.08333333,449.3333333,478,8,6,2004,Friendly,9.666666667,-9.666666667
Fiji,Papua New Guinea,4,2,140,167.9166667,323.3333333,204.3333333,7,1,2004,FIFA World Cup qualification,-27.91666667,27.91666667
Solomon Islands,Cook Islands,5,0,139.25,190.25,320.9166667,97.33333333,2,0,2004,FIFA World Cup qualification,-51,51
Tahiti,New Caledonia,0,0,127.0833333,186,368.4166667,119,5,5,2004,FIFA World Cup qualification,-58.91666667,58.91666667
Fiji,American Samoa,11,0,140,203,323.3333333,18.25,7,0,2004,FIFA World Cup qualification,-63,63
Samoa,Vanuatu,0,3,178.25,149.3333333,167.4166667,281.5,0,6,2004,FIFA World Cup qualification,28.91666667,-28.91666667
Solomon Islands,New Caledonia,2,0,139.25,186,320.9166667,119,2,5,2004,FIFA World Cup qualification,-46.75,46.75
Tonga,Cook Islands,2,1,182.8333333,190.25,139.3333333,97.33333333,2,0,2004,FIFA World Cup qualification,-7.416666667,7.416666667
Zimbabwe,Zambia,0,0,49.91666667,72,569.3333333,527.0833333,7,7,2004,Friendly,-22.08333333,22.08333333
American Samoa,Papua New Guinea,0,10,203,167.9166667,18.25,204.3333333,0,1,2004,FIFA World Cup qualification,35.08333333,-35.08333333
New Caledonia,Cook Islands,8,0,186,190.25,119,97.33333333,1,0,2004,FIFA World Cup qualification,-4.25,4.25
Samoa,Fiji,0,4,178.25,140,167.4166667,323.3333333,0,0,2004,FIFA World Cup qualification,38.25,-38.25
Tahiti,Tonga,2,0,127.0833333,182.8333333,368.4166667,139.3333333,5,2,2004,FIFA World Cup qualification,-55.75,55.75
Cyprus,Jordan,0,0,100.6666667,42.66666667,453.8333333,594.9166667,5,3,2004,Friendly,58,-58
Fiji,Vanuatu,0,3,140,149.3333333,323.3333333,281.5,7,6,2004,FIFA World Cup qualification,-9.333333333,9.333333333
New Caledonia,Tonga,8,0,186,182.8333333,119,139.3333333,1,2,2004,FIFA World Cup qualification,3.166666667,-3.166666667
Samoa,Papua New Guinea,1,4,178.25,167.9166667,167.4166667,204.3333333,0,1,2004,FIFA World Cup qualification,10.33333333,-10.33333333
Solomon Islands,Tahiti,1,1,139.25,127.0833333,320.9166667,368.4166667,2,1,2004,FIFA World Cup qualification,12.16666667,-12.16666667
Benin,Togo,0,1,122.0833333,94.58333333,388.4166667,475.5833333,8,3,2004,Friendly,27.5,-27.5
Cuba,Grenada,2,2,75.66666667,144.25,520.4166667,303,4,0,2004,Friendly,-68.58333333,68.58333333
France,Brazil,0,0,2,1,812.4166667,843.5833333,10,10,2004,Friendly,1,-1
Australia,Turkey,1,3,67.58333333,9.75,532.6666667,725.5,1,10,2004,Friendly,57.83333333,-57.83333333
Sudan,Uganda,2,1,108,102.0833333,431.75,451.1666667,8,6,2004,Friendly,5.916666667,-5.916666667
Zambia,Malawi,0,2,72,105.6666667,527.0833333,438.5833333,3,7,2004,Friendly,-33.66666667,33.66666667
DR Congo,Angola,1,3,0,81.16666667,0,507.1666667,3,5,2004,Friendly,-81.16666667,81.16666667
Saint Kitts and Nevis,Saint Vincent and the Grenadines,3,2,0,0,0,0,2,0,2004,Friendly,0,0
Togo,Benin,1,1,94.58333333,122.0833333,475.5833333,388.4166667,4,5,2004,Friendly,-27.5,27.5
Trinidad and Tobago,Iraq,2,0,68.41666667,43,532,592.5833333,7,8,2004,Friendly,25.41666667,-25.41666667
Australia,Turkey,0,1,67.58333333,9.75,532.6666667,725.5,1,10,2004,Friendly,57.83333333,-57.83333333
Egypt,Zimbabwe,2,0,33.16666667,49.91666667,640.6666667,569.3333333,8,9,2004,Friendly,-16.75,16.75
Austria,Russia,0,0,77.83333333,28.75,515.3333333,651.75,4,6,2004,Friendly,49.08333333,-49.08333333
Sudan,Zambia,0,2,108,72,431.75,527.0833333,8,7,2004,Friendly,36,-36
Catalonia,Brazil,2,5,0,1,0,843.5833333,1,10,2004,Friendly,-1,1
Benin,Burkina Faso,1,0,122.0833333,77.25,388.4166667,516.9166667,8,8,2004,Friendly,44.83333333,-44.83333333
Lebanon,Bahrain,2,2,110.0833333,53.75,424.5,561.4166667,4,4,2004,Friendly,56.33333333,-56.33333333
Mozambique,Botswana,0,0,126.8333333,109.6666667,373.4166667,424.8333333,5,5,2004,Friendly,17.16666667,-17.16666667
Estonia,Scotland,0,1,74.33333333,63.16666667,522.75,540.25,7,4,2004,Friendly,11.16666667,-11.16666667
Georgia,Israel,0,1,102.1666667,55.75,448.6666667,556.1666667,5,4,2004,Friendly,46.41666667,-46.41666667
Germany,Malta,7,0,11.83333333,130.1666667,718.9166667,357.5,7,3,2004,Friendly,-118.3333333,118.3333333
Republic of Ireland,Romania,1,0,14.66666667,29.16666667,705.25,651.4166667,7,5,2004,Friendly,-14.5,14.5
Norway,Wales,0,0,37.41666667,63.25,617.0833333,542.4166667,6,4,2004,Friendly,-25.83333333,25.83333333
Azerbaijan,Uzbekistan,3,1,115.75,68.66666667,409.25,533.75,2,6,2004,Friendly,47.08333333,-47.08333333
Finland,Sweden,1,3,43.91666667,19.16666667,591.75,681.75,4,9,2004,Friendly,24.75,-24.75
France,Andorra,4,0,2,146.3333333,812.4166667,296.6666667,10,3,2004,Friendly,-144.3333333,144.3333333
Mali,Morocco,0,0,46.33333333,33.08333333,581.5,640.9166667,3,3,2004,Friendly,13.25,-13.25
Rwanda,Uganda,1,1,99.66666667,102.0833333,458.6666667,451.1666667,9,6,2004,Friendly,-2.416666667,2.416666667
Australia,New Zealand,1,0,67.58333333,89.33333333,532.6666667,488.3333333,1,5,2004,FIFA World Cup qualification,-21.75,21.75
Croatia,Slovakia,1,0,22.5,57.58333333,668.6666667,553.8333333,6,6,2004,Friendly,-35.08333333,35.08333333
Egypt,Gabon,2,0,33.16666667,117.0833333,640.6666667,403.3333333,8,10,2004,Friendly,-83.91666667,83.91666667
Republic of Ireland,Nigeria,0,3,14.66666667,20.33333333,705.25,681,7,4,2004,Friendly,-5.666666667,5.666666667
Netherlands,Belgium,0,1,5,25,748.0833333,659.9166667,6,3,2004,Friendly,-20,20
Poland,Greece,1,0,27,24.5,656.25,672.6666667,6,8,2004,Friendly,2.5,-2.5
Portugal,Luxembourg,3,0,14.16666667,155.25,699.9166667,254.8333333,8,4,2004,Friendly,-141.0833333,141.0833333
Senegal,Guinea,1,1,30.16666667,89.41666667,648.5833333,490.25,4,4,2004,Friendly,-59.25,59.25
Tahiti,Fiji,0,0,127.0833333,140,368.4166667,323.3333333,5,0,2004,FIFA World Cup qualification,-12.91666667,12.91666667
Vanuatu,Solomon Islands,0,1,149.3333333,139.25,281.5,320.9166667,0,3,2004,FIFA World Cup qualification,10.08333333,-10.08333333
Algeria,Jordan,1,1,59.33333333,42.66666667,548.5833333,594.9166667,8,3,2004,Friendly,16.66666667,-16.66666667
Barbados,Northern Ireland,1,1,114.6666667,113.8333333,408.8333333,413.5833333,3,4,2004,Friendly,0.833333333,-0.833333333
Burkina Faso,Libya,3,2,77.25,73.08333333,516.9166667,524,3,4,2004,Friendly,4.166666667,-4.166666667
Estonia,Denmark,2,2,74.33333333,14.25,522.75,706.9166667,7,5,2004,Friendly,60.08333333,-60.08333333
Iceland,Japan,2,3,71.58333333,22.75,525.3333333,672.3333333,2,5,2004,Friendly,48.83333333,-48.83333333
Scotland,Trinidad and Tobago,4,1,63.16666667,68.41666667,540.25,532,8,8,2004,Friendly,-5.25,5.25
Saint Vincent and the Grenadines,Martinique,2,0,0,0,0,0,0,6,2004,Friendly,0,0
Tunisia,Italy,0,4,35.16666667,9.833333333,631.75,728.3333333,9,5,2004,Friendly,25.33333333,-25.33333333
Wales,Canada,1,0,63.25,92.5,542.4166667,480,5,8,2004,Friendly,-29.25,29.25
Australia,Tahiti,9,0,67.58333333,127.0833333,532.6666667,368.4166667,1,1,2004,FIFA World Cup qualification,-59.5,59.5
Fiji,Vanuatu,1,0,140,149.3333333,323.3333333,281.5,7,6,2004,FIFA World Cup qualification,-9.333333333,9.333333333
Mozambique,Eswatini,1,1,126.8333333,0,373.4166667,0,5,7,2004,Friendly,126.8333333,-126.8333333
New Zealand,Solomon Islands,3,0,89.33333333,139.25,488.3333333,320.9166667,1,3,2004,FIFA World Cup qualification,-49.91666667,49.91666667
Nigeria,Jamaica,2,0,20.33333333,50.16666667,681,568.6666667,5,9,2004,Friendly,-29.83333333,29.83333333
Oman,Maldives,3,0,58.83333333,140.4166667,551.8333333,316.3333333,8,6,2004,Friendly,-81.58333333,81.58333333
Qatar,Turkmenistan,5,0,59.08333333,92.5,550.1666667,479.4166667,6,3,2004,Friendly,-33.41666667,33.41666667
United Arab Emirates,Bahrain,2,3,76.5,53.75,518.5,561.4166667,9,4,2004,Friendly,22.75,-22.75
Bolivia,Paraguay,2,1,98.5,24.66666667,461.4166667,666.6666667,3,12,2004,FIFA World Cup qualification,73.83333333,-73.83333333
China PR,Hungary,2,1,62.75,72,542.0833333,526.0833333,4,5,2004,Friendly,-9.25,9.25
England,Japan,1,1,8.333333333,22.75,733.5,672.3333333,7,5,2004,Friendly,-14.41666667,14.41666667
Kuwait,Syria,0,1,57,85.75,555.25,499.4166667,8,4,2004,Friendly,-28.75,28.75
Netherlands,Faroe Islands,3,0,5,131.6666667,748.0833333,355.0833333,6,2,2004,Friendly,-126.6666667,126.6666667
Uruguay,Peru,1,3,22.25,72,674.75,527,4,7,2004,FIFA World Cup qualification,-49.75,49.75
Venezuela,Chile,0,1,53.58333333,73.83333333,560.25,522.25,6,6,2004,FIFA World Cup qualification,-20.25,20.25
Australia,Fiji,6,1,67.58333333,140,532.6666667,323.3333333,1,0,2004,FIFA World Cup qualification,-72.41666667,72.41666667
Brazil,Argentina,3,1,1,5,843.5833333,754.3333333,7,9,2004,FIFA World Cup qualification,-4,4
Czech Republic,Bulgaria,3,1,6.583333333,38.58333333,747,613.1666667,5,5,2004,Friendly,-32,32
Ecuador,Colombia,2,1,40.41666667,33.75,605.3333333,633.0833333,6,8,2004,FIFA World Cup qualification,6.666666667,-6.666666667
Grenada,Saint Lucia,2,0,144.25,0,303,0,0,1,2004,Friendly,144.25,-144.25
Republic of Ireland,Jamaica,1,0,14.66666667,50.16666667,705.25,568.6666667,7,9,2004,Friendly,-35.5,35.5
South Korea,Turkey,0,1,0,9.75,0,725.5,9,10,2004,Friendly,-9.75,9.75
New Zealand,Vanuatu,2,4,89.33333333,149.3333333,488.3333333,281.5,1,6,2004,FIFA World Cup qualification,-60,60
Saint Kitts and Nevis,Northern Ireland,0,2,0,113.8333333,0,413.5833333,2,4,2004,Friendly,-113.8333333,113.8333333
Switzerland,Germany,0,2,46.16666667,11.83333333,583.1666667,718.9166667,5,4,2004,Friendly,34.33333333,-34.33333333
Tahiti,Solomon Islands,0,4,127.0833333,139.25,368.4166667,320.9166667,5,3,2004,FIFA World Cup qualification,-12.16666667,12.16666667
United States,Honduras,4,0,0,52.91666667,0,561.6666667,13,10,2004,Friendly,-52.91666667,52.91666667
Indonesia,India,1,1,94.16666667,139.25,474.8333333,322.75,2,5,2004,Friendly,-45.08333333,45.08333333
Kuwait,Syria,1,2,57,85.75,555.25,499.4166667,8,4,2004,Friendly,-28.75,28.75
Liechtenstein,Greece,0,2,148.9166667,24.5,286.3333333,672.6666667,5,8,2004,Friendly,124.4166667,-124.4166667
Oman,Maldives,4,1,58.83333333,140.4166667,551.8333333,316.3333333,8,6,2004,Friendly,-81.58333333,81.58333333
Australia,Vanuatu,3,0,67.58333333,149.3333333,532.6666667,281.5,1,6,2004,FIFA World Cup qualification,-81.75,81.75
Costa Rica,Nicaragua,5,1,24.66666667,164.6666667,661.4166667,214.8333333,10,5,2004,Friendly,-140,140
Fiji,Solomon Islands,1,2,140,139.25,323.3333333,320.9166667,7,3,2004,FIFA World Cup qualification,0.75,-0.75
New Zealand,Tahiti,10,0,89.33333333,127.0833333,488.3333333,368.4166667,1,1,2004,FIFA World Cup qualification,-37.75,37.75
Algeria,Angola,0,0,59.33333333,81.16666667,548.5833333,507.1666667,8,5,2004,FIFA World Cup qualification,-21.83333333,21.83333333
Burkina Faso,Ghana,1,0,77.25,78.16666667,516.9166667,514.3333333,3,4,2004,FIFA World Cup qualification,-0.916666667,0.916666667
Denmark,Croatia,1,2,14.25,22.5,706.9166667,668.6666667,5,6,2004,Friendly,-8.25,8.25
Ecuador,Bolivia,3,2,40.41666667,98.5,605.3333333,461.4166667,6,5,2004,FIFA World Cup qualification,-58.08333333,58.08333333
England,Iceland,6,1,8.333333333,71.58333333,733.5,525.3333333,7,6,2004,Friendly,-63.25,63.25
Gabon,Zimbabwe,1,1,117.0833333,49.91666667,403.3333333,569.3333333,5,9,2004,FIFA World Cup qualification,67.16666667,-67.16666667
South Korea,Turkey,2,1,0,9.75,0,725.5,9,10,2004,Friendly,-9.75,9.75
Malawi,Morocco,1,1,105.6666667,33.08333333,438.5833333,640.9166667,7,3,2004,FIFA World Cup qualification,72.58333333,-72.58333333
Netherlands,Republic of Ireland,0,1,5,14.66666667,748.0833333,705.25,6,4,2004,Friendly,-9.666666667,9.666666667
Nigeria,Rwanda,2,0,20.33333333,99.66666667,681,458.6666667,5,6,2004,FIFA World Cup qualification,-79.33333333,79.33333333
Portugal,Lithuania,4,1,14.16666667,108,699.9166667,431.25,8,7,2004,Friendly,-93.83333333,93.83333333
Qatar,Kyrgyzstan,0,0,59.08333333,0,550.1666667,0,6,2,2004,Friendly,59.08333333,-59.08333333
Senegal,Congo,2,0,30.16666667,103.75,648.5833333,445.0833333,4,4,2004,FIFA World Cup qualification,-73.58333333,73.58333333
South Africa,Cape Verde,2,1,39.16666667,0,611.6666667,0,7,4,2004,FIFA World Cup qualification,39.16666667,-39.16666667
Spain,Andorra,4,0,3.333333333,146.3333333,785.5833333,296.6666667,6,3,2004,Friendly,-143,143
Sweden,Poland,3,1,19.16666667,27,681.75,656.25,5,9,2004,Friendly,-7.833333333,7.833333333
Tunisia,Botswana,4,1,35.16666667,109.6666667,631.75,424.8333333,9,5,2004,FIFA World Cup qualification,-74.5,74.5
Zambia,Togo,1,0,72,94.58333333,527.0833333,475.5833333,3,3,2004,FIFA World Cup qualification,-22.58333333,22.58333333
Argentina,Paraguay,0,0,5,24.66666667,754.3333333,666.6666667,4,12,2004,FIFA World Cup qualification,-19.66666667,19.66666667
Australia,Solomon Islands,2,2,67.58333333,139.25,532.6666667,320.9166667,1,3,2004,FIFA World Cup qualification,-71.66666667,71.66666667
Cameroon,Benin,2,1,15.91666667,122.0833333,704.6666667,388.4166667,4,5,2004,FIFA World Cup qualification,-106.1666667,106.1666667
Chile,Brazil,1,1,73.83333333,1,522.25,843.5833333,4,10,2004,FIFA World Cup qualification,72.83333333,-72.83333333
Colombia,Uruguay,5,0,33.75,22.25,633.0833333,674.75,9,10,2004,FIFA World Cup qualification,11.5,-11.5
Czech Republic,Estonia,2,0,6.583333333,74.33333333,747,522.75,5,10,2004,Friendly,-67.75,67.75
Fiji,New Zealand,0,2,140,89.33333333,323.3333333,488.3333333,7,5,2004,FIFA World Cup qualification,50.66666667,-50.66666667
France,Ukraine,1,0,2,70.08333333,812.4166667,532.0833333,10,4,2004,Friendly,-68.08333333,68.08333333
Germany,Hungary,0,2,11.83333333,72,718.9166667,526.0833333,7,5,2004,Friendly,-60.16666667,60.16666667
Ivory Coast,Libya,2,0,0,73.08333333,0,524,1,4,2004,FIFA World Cup qualification,-73.08333333,73.08333333
Latvia,Azerbaijan,2,2,57.16666667,115.75,552.75,409.25,8,5,2004,Friendly,-58.58333333,58.58333333
Liberia,Mali,1,0,113.3333333,46.33333333,412.4166667,581.5,3,6,2004,FIFA World Cup qualification,67,-67
Peru,Venezuela,0,0,72,53.58333333,527,560.25,8,6,2004,FIFA World Cup qualification,18.41666667,-18.41666667
Sudan,Egypt,0,3,108,33.16666667,431.75,640.6666667,8,4,2004,FIFA World Cup qualification,74.83333333,-74.83333333
Switzerland,Liechtenstein,1,0,46.16666667,148.9166667,583.1666667,286.3333333,5,3,2004,Friendly,-102.75,102.75
Tahiti,Vanuatu,2,1,127.0833333,149.3333333,368.4166667,281.5,5,6,2004,FIFA World Cup qualification,-22.25,22.25
Trinidad and Tobago,Northern Ireland,0,3,68.41666667,113.8333333,532,413.5833333,7,4,2004,Friendly,-45.41666667,45.41666667
Uganda,DR Congo,1,0,102.0833333,0,451.1666667,0,10,7,2004,FIFA World Cup qualification,102.0833333,-102.0833333
Bahrain,Kyrgyzstan,5,0,53.75,0,561.4166667,0,9,2,2004,FIFA World Cup qualification,53.75,-53.75
China PR,Malaysia,4,0,62.75,117.1666667,542.0833333,400.9166667,4,3,2004,FIFA World Cup qualification,-54.41666667,54.41666667
Indonesia,Sri Lanka,1,0,94.16666667,138.5,474.8333333,323.9166667,2,9,2004,FIFA World Cup qualification,-44.33333333,44.33333333
Iran,Jordan,0,1,0,42.66666667,0,594.9166667,5,3,2004,FIFA World Cup qualification,-42.66666667,42.66666667
