home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
Yemen,Saudi Arabia,2,2,142.625,69,1072.875,1343.375,2,10,2019,FIFA World Cup qualification,73.625,-73.625
Singapore,Palestine,2,1,159.875,101.625,1006.75,1217.875,6,9,2019,FIFA World Cup qualification,58.25,-58.25
Afghanistan,Bangladesh,1,0,148.375,186.25,1057.375,915.25,2,1,2019,FIFA World Cup qualification,-37.875,37.875
Qatar,India,0,0,57,104.25,1391.125,1206.625,8,4,2019,FIFA World Cup qualification,-47.25,47.25
Mongolia,Tajikistan,0,1,187.25,119,913.5,1157.375,5,4,2019,FIFA World Cup qualification,68.25,-68.25
Myanmar,Japan,0,2,139.375,28.625,1076.75,1494.625,3,4,2019,FIFA World Cup qualification,110.75,-110.75
Indonesia,Thailand,0,3,165.25,113.625,989.25,1174.625,7,4,2019,FIFA World Cup qualification,51.625,-51.625
Malaysia,United Arab Emirates,1,2,159.625,67.625,1011.625,1353.125,9,7,2019,FIFA World Cup qualification,92,-92
Turkmenistan,South Korea,0,2,132.625,0,1094,0,0,7,2019,FIFA World Cup qualification,132.625,-132.625
Sri Lanka,North Korea,0,1,202.375,0,872.25,0,1,5,2019,FIFA World Cup qualification,202.375,-202.375
Angola,Gambia,2,1,122.625,162.625,1144.125,999.5,8,1,2019,FIFA World Cup qualification,-40,40
Guinea-Bissau,São Tomé and Príncipe,2,1,119.875,184,1154.625,920.625,1,1,2019,FIFA World Cup qualification,-64.125,64.125
Malawi,Botswana,1,0,125.375,147.125,1132.625,1061.875,3,5,2019,FIFA World Cup qualification,-21.75,21.75
Mozambique,Mauritius,2,0,112.5,163,1178.25,998.5,1,7,2019,FIFA World Cup qualification,-50.5,50.5
Namibia,Eritrea,2,0,116.25,204.25,1168.375,862,4,0,2019,FIFA World Cup qualification,-88,88
Rwanda,Seychelles,7,0,132.875,195.375,1093.25,889.625,3,3,2019,FIFA World Cup qualification,-62.5,62.5
Sudan,Chad,0,0,128.5,176.25,1110.5,951.875,3,0,2019,FIFA World Cup qualification,-47.75,47.75
Eswatini,Djibouti,0,0,0,190.375,0,906.375,2,0,2019,FIFA World Cup qualification,-190.375,190.375
Togo,Comoros,2,0,125.5,142.25,1131.375,1073.625,1,0,2019,FIFA World Cup qualification,-16.75,16.75
Zimbabwe,Somalia,3,1,112.625,200,1177.875,873.5,2,0,2019,FIFA World Cup qualification,-87.375,87.375
DR Congo,Rwanda,2,3,0,132.875,0,1093.25,0,1,2019,Friendly,-132.875,132.875
Burundi,Uganda,0,3,143.125,78.625,1069.125,1310.5,1,4,2019,African Nations Championship qualification,64.5,-64.5
Algeria,Morocco,0,0,49.125,42.875,1425.625,1448.875,4,8,2019,African Nations Championship qualification,6.25,-6.25
Tunisia,Libya,1,0,27.75,103.375,1497.625,1211.375,5,6,2019,African Nations Championship qualification,-75.625,75.625
Mauritania,Mali,0,0,102.75,59.875,1213,1379.625,4,2,2019,African Nations Championship qualification,42.875,-42.875
Senegal,Guinea,1,0,21.125,72.75,1535.875,1332.875,2,3,2019,African Nations Championship qualification,-51.625,51.625
Central African Republic,DR Congo,0,2,111,0,1183.75,0,3,3,2019,African Nations Championship qualification,111,-111
Equatorial Guinea,Congo,2,2,141.25,89.625,1073,1267.875,4,2,2019,African Nations Championship qualification,51.625,-51.625
Ethiopia,Rwanda,0,1,149.375,132.875,1052.625,1093.25,3,1,2019,African Nations Championship qualification,16.5,-16.5
Tanzania,Sudan,0,1,134,128.5,1088.875,1110.5,2,4,2019,African Nations Championship qualification,5.5,-5.5
Madagascar,Namibia,1,0,98.75,116.25,1236.625,1168.375,4,6,2019,African Nations Championship qualification,-17.5,17.5
Eswatini,Zambia,0,1,0,82.625,0,1292.875,2,5,2019,African Nations Championship qualification,-82.625,82.625
Zimbabwe,Lesotho,3,1,112.625,141.375,1177.875,1073.75,2,2,2019,African Nations Championship qualification,-28.75,28.75
Ghana,Burkina Faso,0,1,49.625,59.875,1427.5,1379.25,0,6,2019,African Nations Championship qualification,-10.25,10.25
Niger,Ivory Coast,2,0,107.375,0,1198.625,0,2,5,2019,African Nations Championship qualification,107.375,-107.375
Togo,Nigeria,4,1,125.5,37.125,1131.375,1465.625,1,10,2019,African Nations Championship qualification,88.375,-88.375
Bangladesh,Bhutan,4,1,186.25,187,915.25,914.375,4,5,2019,Friendly,-0.75,0.75
Botswana,Liberia,0,0,147.125,152,1061.875,1047.125,3,1,2019,Friendly,-4.875,4.875
Mexico,Trinidad and Tobago,2,0,13.75,98.625,1588.5,1230.625,9,4,2019,Friendly,-84.875,84.875
Bangladesh,Bhutan,2,0,186.25,187,915.25,914.375,4,5,2019,Friendly,-0.75,0.75
Jordan,Singapore,0,0,97.625,159.875,1234,1006.75,9,4,2019,Friendly,-62.25,62.25
Malaysia,Sri Lanka,6,0,159.625,202.375,1011.625,872.25,9,3,2019,Friendly,-42.75,42.75
Djibouti,Gambia,1,1,190.375,162.625,906.375,999.5,0,1,2019,African Cup of Nations qualification,27.75,-27.75
Liberia,Chad,1,0,152,176.25,1047.125,951.875,3,0,2019,African Cup of Nations qualification,-24.25,24.25
Mauritius,São Tomé and Príncipe,1,3,163,184,998.5,920.625,0,1,2019,African Cup of Nations qualification,-21,21
South Sudan,Seychelles,2,1,167.625,195.375,987.625,889.625,1,3,2019,African Cup of Nations qualification,-27.75,27.75
Bahrain,Azerbaijan,2,3,105.75,110.375,1202.75,1189.75,9,5,2019,Friendly,-4.625,4.625
Germany,Argentina,2,2,14.625,10,1582.75,1603.875,9,5,2019,Friendly,4.625,-4.625
Belarus,Estonia,0,0,83.375,100.375,1291.25,1220.875,4,6,2019,UEFA Euro qualification,-17,17
Netherlands,Northern Ireland,3,1,14.125,33.125,1581,1482.625,4,5,2019,UEFA Euro qualification,-19,19
Croatia,Hungary,3,0,6.125,49.25,1630.625,1425.75,8,4,2019,UEFA Euro qualification,-43.125,43.125
Slovakia,Wales,1,1,30.875,22,1489.125,1527.25,6,5,2019,UEFA Euro qualification,8.875,-8.875
Austria,Israel,3,1,26.75,87.875,1502.625,1274.625,7,3,2019,UEFA Euro qualification,-61.125,61.125
North Macedonia,Slovenia,2,1,69.5,63.125,1342,1368.5,3,5,2019,UEFA Euro qualification,6.375,-6.375
Latvia,Poland,0,3,136.375,20,1085.125,1543.375,6,3,2019,UEFA Euro qualification,116.375,-116.375
Kazakhstan,Cyprus,1,2,116.5,92.125,1164.25,1261.75,4,4,2019,UEFA Euro qualification,24.375,-24.375
Belgium,San Marino,9,0,1,210.125,1749.125,836.75,11,3,2019,UEFA Euro qualification,-209.125,209.125
Russia,Scotland,4,0,42.5,47.75,1448.75,1425.875,11,5,2019,UEFA Euro qualification,-5.25,5.25
Algeria,DR Congo,1,1,49.125,0,1425.625,0,4,3,2019,Friendly,49.125,-49.125
Brazil,Senegal,1,1,2.875,21.125,1702.125,1535.875,7,7,2019,Friendly,-18.25,18.25
Cape Verde,Togo,2,1,0,125.5,0,1131.375,1,2,2019,Friendly,-125.5,125.5
Gabon,Burkina Faso,1,0,86.875,59.875,1280.5,1379.25,3,6,2019,Friendly,27,-27
Kosovo,Gibraltar,1,0,120.125,196.25,1153.875,890,5,3,2019,Friendly,-76.125,76.125
Niger,Zambia,1,1,107.375,82.625,1198.625,1292.875,2,5,2019,Friendly,24.75,-24.75
Serbia,Paraguay,1,0,31.875,38.125,1483.5,1464.625,9,3,2019,Friendly,-6.25,6.25
Thailand,Congo,1,1,113.625,89.625,1174.625,1267.875,7,2,2019,Friendly,24,-24
Venezuela,Bolivia,4,1,27.75,69.5,1500.5,1342,1,10,2019,Friendly,-41.75,41.75
Trinidad and Tobago,Honduras,0,2,98.625,63.25,1230.625,1367.125,2,3,2019,CONCACAF Nations League,35.375,-35.375
Haiti,Costa Rica,1,1,91.625,42.5,1259.625,1447.375,1,12,2019,CONCACAF Nations League,49.125,-49.125
Belize,Saint Kitts and Nevis,0,4,166.75,0,987.375,0,4,2,2019,CONCACAF Nations League,166.75,-166.75
French Guiana,Grenada,0,0,0,166.125,0,989.875,2,2,2019,CONCACAF Nations League,-166.125,166.125
British Virgin Islands,Bahamas,0,4,206.125,204.875,859.125,863.125,0,1,2019,CONCACAF Nations League,1.25,-1.25
Sint Maarten,Turks and Caicos Islands,2,5,0,205.75,0,862.25,2,2,2019,CONCACAF Nations League,-205.75,205.75
Syria,Maldives,2,1,83,152.875,1290.875,1043,0,4,2019,FIFA World Cup qualification,-69.875,69.875
China PR,Guam,7,0,72.25,194.25,1332.25,893.5,7,2,2019,FIFA World Cup qualification,-122,122
Jordan,Kuwait,0,0,97.625,154,1234,1033.25,9,2,2019,FIFA World Cup qualification,-56.375,56.375
Australia,Nepal,5,0,43,165.125,1444.875,990.25,5,2,2019,FIFA World Cup qualification,-122.125,122.125
Iran,Cambodia,14,0,0,171.375,0,974.625,7,4,2019,FIFA World Cup qualification,-171.375,171.375
Iraq,Hong Kong,2,0,75.375,141.125,1323,1072.625,8,4,2019,FIFA World Cup qualification,-65.75,65.75
Uzbekistan,Yemen,5,0,85.375,142.625,1282.875,1072.875,5,2,2019,FIFA World Cup qualification,-57.25,57.25
Saudi Arabia,Singapore,3,0,69,159.875,1343.375,1006.75,8,4,2019,FIFA World Cup qualification,-90.875,90.875
Bangladesh,Qatar,0,2,186.25,57,915.25,1391.125,4,4,2019,FIFA World Cup qualification,129.25,-129.25
Oman,Afghanistan,3,0,85,148.375,1286.5,1057.375,9,0,2019,FIFA World Cup qualification,-63.375,63.375
Japan,Mongolia,6,0,28.625,187.25,1494.625,913.5,10,5,2019,FIFA World Cup qualification,-158.625,158.625
Kyrgyzstan,Myanmar,7,0,0,139.375,0,1076.75,5,4,2019,FIFA World Cup qualification,-139.375,139.375
United Arab Emirates,Indonesia,5,0,67.625,165.25,1353.125,989.25,4,2,2019,FIFA World Cup qualification,-97.625,97.625
Vietnam,Malaysia,1,0,96.75,159.625,1238.75,1011.625,5,8,2019,FIFA World Cup qualification,-62.875,62.875
Lebanon,Turkmenistan,2,1,88.375,132.625,1270.625,1094,2,2,2019,FIFA World Cup qualification,-44.25,44.25
South Korea,Sri Lanka,8,0,0,202.375,0,872.25,12,3,2019,FIFA World Cup qualification,-202.375,202.375
Czech Republic,England,2,1,44.125,4.125,1442.75,1652.125,4,8,2019,UEFA Euro qualification,40,-40
Montenegro,Bulgaria,0,0,56.625,57.125,1392.25,1391.25,5,3,2019,UEFA Euro qualification,-0.5,0.5
Portugal,Luxembourg,3,0,6.125,92.375,1629.5,1257.25,9,4,2019,UEFA Euro qualification,-86.25,86.25
Ukraine,Lithuania,2,0,25.125,131.375,1515.875,1096.625,5,7,2019,UEFA Euro qualification,-106.25,106.25
Iceland,France,0,1,38.5,2.125,1462,1726.625,6,5,2019,UEFA Euro qualification,36.375,-36.375
Andorra,Moldova,1,0,135.75,172.375,1086.625,972.75,6,6,2019,UEFA Euro qualification,-36.625,36.625
Turkey,Albania,1,0,35,64.25,1473.375,1364.375,7,2,2019,UEFA Euro qualification,-29.25,29.25
Morocco,Libya,1,1,42.875,103.375,1448.875,1211.375,8,6,2019,Friendly,-60.5,60.5
Uruguay,Peru,1,0,5.875,20.125,1630.625,1536.125,5,7,2019,Friendly,-14.25,14.25
United States,Cuba,7,0,0,177.125,0,948.125,7,7,2019,CONCACAF Nations League,-177.125,177.125
Bermuda,Mexico,1,5,171.25,13.75,973.5,1588.5,2,7,2019,CONCACAF Nations League,157.5,-157.5
Antigua and Barbuda,Guyana,2,1,125.25,173.625,1131.75,965.25,3,2,2019,CONCACAF Nations League,-48.375,48.375
Saint Vincent and the Grenadines,Suriname,2,2,0,147.875,0,1054.875,2,2,2019,CONCACAF Nations League,-147.875,147.875
Nicaragua,Dominica,3,1,138.5,180.5,1083.5,936.875,4,2,2019,CONCACAF Nations League,-42,42
Georgia,Republic of Ireland,0,0,92,32.375,1263.375,1485.5,5,5,2019,UEFA Euro qualification,59.625,-59.625
Denmark,Switzerland,1,0,12.875,10.5,1591.5,1604.25,9,8,2019,UEFA Euro qualification,2.375,-2.375
Faroe Islands,Romania,0,3,106.625,29.875,1199.5,1490.75,5,4,2019,UEFA Euro qualification,76.75,-76.75
Malta,Sweden,0,4,181.625,16.625,930.25,1565.5,5,8,2019,UEFA Euro qualification,165,-165
Norway,Spain,1,1,46.875,8.125,1435.125,1619.25,5,8,2019,UEFA Euro qualification,38.75,-38.75
Bosnia and Herzegovina,Finland,4,1,42.875,57.125,1448.625,1387.875,4,5,2019,UEFA Euro qualification,-14.25,14.25
Italy,Greece,2,0,15.125,52.5,1577.125,1406.875,7,4,2019,UEFA Euro qualification,-37.375,37.375
Liechtenstein,Armenia,1,1,181.375,100.125,928.25,1222.75,3,3,2019,UEFA Euro qualification,81.25,-81.25
Colombia,Chile,0,0,10.5,15.75,1603.875,1572.625,5,8,2019,Friendly,-5.25,5.25
Guinea,Comoros,0,1,72.75,142.25,1332.875,1073.625,2,0,2019,Friendly,-69.5,69.5
Ivory Coast,DR Congo,3,1,0,0,0,0,4,3,2019,Friendly,0,0
Tunisia,Cameroon,0,0,27.75,53.125,1497.625,1406.25,5,7,2019,Friendly,-25.375,25.375
Dominican Republic,Saint Lucia,3,0,155.125,0,1028.75,0,3,2,2019,CONCACAF Nations League,155.125,-155.125
Montserrat,El Salvador,0,2,191.75,70.5,904.625,1338.75,2,3,2019,CONCACAF Nations League,121.25,-121.25
Jamaica,Aruba,2,0,50.5,193.125,1420.875,894,4,1,2019,CONCACAF Nations League,-142.625,142.625
Barbados,U.S. Virgin Islands,1,0,163,0,998.75,0,6,1,2019,CONCACAF Nations League,163,-163
Saint Martin,Cayman Islands,3,0,0,198.75,0,882.375,2,2,2019,CONCACAF Nations League,-198.75,198.75
Anguilla,Guatemala,0,5,209.125,138.125,844.625,1084.125,2,3,2019,CONCACAF Nations League,71,-71
Belarus,Netherlands,1,2,83.375,14.125,1291.25,1581,4,6,2019,UEFA Euro qualification,69.25,-69.25
Estonia,Germany,0,3,100.375,14.625,1220.875,1582.75,6,4,2019,UEFA Euro qualification,85.75,-85.75
Hungary,Azerbaijan,1,0,49.25,110.375,1425.75,1189.75,6,5,2019,UEFA Euro qualification,-61.125,61.125
Wales,Croatia,1,1,22,6.125,1527.25,1630.625,4,9,2019,UEFA Euro qualification,15.875,-15.875
Poland,North Macedonia,2,0,20,69.5,1543.375,1342,10,5,2019,UEFA Euro qualification,-49.5,49.5
Slovenia,Austria,0,1,63.125,26.75,1368.5,1502.625,4,4,2019,UEFA Euro qualification,36.375,-36.375
Scotland,San Marino,6,0,47.75,210.125,1425.875,836.75,5,3,2019,UEFA Euro qualification,-162.375,162.375
Cyprus,Russia,0,5,92.125,42.5,1261.75,1448.75,4,4,2019,UEFA Euro qualification,49.625,-49.625
Kazakhstan,Belgium,0,2,116.5,1,1164.25,1749.125,4,6,2019,UEFA Euro qualification,115.5,-115.5
Gambia,Djibouti,1,1,162.625,190.375,999.5,906.375,3,0,2019,African Cup of Nations qualification,-27.75,27.75
Chad,Liberia,1,0,176.25,152,951.875,1047.125,0,1,2019,African Cup of Nations qualification,24.25,-24.25
São Tomé and Príncipe,Mauritius,2,1,184,163,920.625,998.5,0,7,2019,African Cup of Nations qualification,21,-21
Seychelles,South Sudan,0,1,195.375,167.625,889.625,987.625,3,1,2019,African Cup of Nations qualification,27.75,-27.75
Benin,Zambia,2,2,86,82.625,1283.5,1292.875,1,5,2019,Friendly,3.375,-3.375
Brazil,Nigeria,1,1,2.875,37.125,1702.125,1465.625,7,10,2019,Friendly,-34.25,34.25
Ecuador,Argentina,1,6,62.125,10,1371,1603.875,2,5,2019,Friendly,52.125,-52.125
Equatorial Guinea,Togo,1,1,141.25,125.5,1073,1131.375,4,2,2019,Friendly,15.75,-15.75
Ethiopia,Uganda,0,1,149.375,78.625,1052.625,1310.5,3,4,2019,Friendly,70.75,-70.75
Kenya,Mozambique,0,1,106.625,112.5,1201.75,1178.25,4,2,2019,Friendly,-5.875,5.875
Lesotho,Malawi,1,1,141.375,125.375,1073.75,1132.625,2,4,2019,Friendly,16,-16
Niger,Central African Republic,0,2,107.375,111,1198.625,1183.75,2,3,2019,Friendly,-3.625,3.625
Slovakia,Paraguay,1,1,30.875,38.125,1489.125,1464.625,6,3,2019,Friendly,-7.25,7.25
South Africa,Mali,2,1,71.875,59.875,1333.625,1379.625,5,2,2019,Friendly,12,-12
Honduras,Martinique,1,0,63.25,0,1367.125,0,2,1,2019,CONCACAF Nations League,63.25,-63.25
Costa Rica,Curaçao,0,0,42.5,79.125,1447.375,1310.25,2,1,2019,CONCACAF Nations League,-36.625,36.625
Saint Kitts and Nevis,Belize,0,1,0,166.75,0,987.375,3,2,2019,CONCACAF Nations League,-166.75,166.75
Grenada,French Guiana,1,0,166.125,0,989.875,0,3,3,2019,CONCACAF Nations League,166.125,-166.125
British Virgin Islands,Bonaire,3,4,206.125,0,859.125,0,0,0,2019,CONCACAF Nations League,206.125,-206.125
Kosovo,Montenegro,2,0,120.125,56.625,1153.875,1392.25,5,5,2019,UEFA Euro qualification,63.5,-63.5
Bulgaria,England,0,6,57.125,4.125,1391.25,1652.125,5,8,2019,UEFA Euro qualification,53,-53
Lithuania,Serbia,1,2,131.375,31.875,1096.625,1483.5,5,4,2019,UEFA Euro qualification,99.5,-99.5
Ukraine,Portugal,2,1,25.125,6.125,1515.875,1629.5,5,6,2019,UEFA Euro qualification,19,-19
Iceland,Andorra,2,0,38.5,135.75,1462,1086.625,6,3,2019,UEFA Euro qualification,-97.25,97.25
France,Turkey,1,1,2.125,35,1726.625,1473.375,13,4,2019,UEFA Euro qualification,-32.875,32.875
Moldova,Albania,0,4,172.375,64.25,972.75,1364.375,5,2,2019,UEFA Euro qualification,108.125,-108.125
Czech Republic,Northern Ireland,2,3,44.125,33.125,1442.75,1482.625,4,5,2019,Friendly,11,-11
Egypt,Botswana,1,0,52.625,147.125,1412,1061.875,4,5,2019,Friendly,-94.5,94.5
Rwanda,Tanzania,0,0,132.875,134,1093.25,1088.875,3,3,2019,Friendly,-1.125,1.125
Venezuela,Trinidad and Tobago,2,0,27.75,98.625,1500.5,1230.625,1,4,2019,Friendly,-70.875,70.875
Guyana,Antigua and Barbuda,5,1,173.625,125.25,965.25,1131.75,1,3,2019,CONCACAF Nations League,48.375,-48.375
Dominica,Nicaragua,0,4,180.5,138.5,936.875,1083.5,1,1,2019,CONCACAF Nations League,42,-42
Suriname,Saint Vincent and the Grenadines,0,1,147.875,0,1054.875,0,1,2,2019,CONCACAF Nations League,147.875,-147.875
Sint Maarten,Guadeloupe,1,2,0,0,0,0,2,2,2019,CONCACAF Nations League,0,0
Gibraltar,Georgia,2,3,196.25,92,890,1263.375,4,5,2019,UEFA Euro qualification,104.25,-104.25
Switzerland,Republic of Ireland,2,0,10.5,32.375,1604.25,1485.5,6,5,2019,UEFA Euro qualification,-21.875,21.875
Faroe Islands,Malta,1,0,106.625,181.625,1199.5,930.25,5,5,2019,UEFA Euro qualification,-75,75
Sweden,Spain,1,1,16.625,8.125,1565.5,1619.25,9,8,2019,UEFA Euro qualification,8.5,-8.5
Romania,Norway,1,1,29.875,46.875,1490.75,1435.125,6,5,2019,UEFA Euro qualification,-17,17
Israel,Latvia,3,1,87.875,136.375,1274.625,1085.125,4,6,2019,UEFA Euro qualification,-48.5,48.5
Finland,Armenia,3,0,57.125,100.125,1387.875,1222.75,6,3,2019,UEFA Euro qualification,-43,43
Liechtenstein,Italy,0,5,181.375,15.125,928.25,1577.125,3,4,2019,UEFA Euro qualification,166.25,-166.25
Greece,Bosnia and Herzegovina,2,1,52.5,42.875,1406.875,1448.625,5,8,2019,UEFA Euro qualification,9.625,-9.625
Algeria,Colombia,3,0,49.125,10.5,1425.625,1603.875,4,6,2019,Friendly,38.625,-38.625
Bermuda,Guatemala,0,0,171.25,138.125,973.5,1084.125,2,3,2019,Friendly,33.125,-33.125
Bolivia,Haiti,3,1,69.5,91.625,1342,1259.625,0,4,2019,Friendly,-22.125,22.125
Chile,Guinea,3,2,15.75,72.75,1572.625,1332.875,2,3,2019,Friendly,-57,57
Denmark,Luxembourg,4,0,12.875,92.375,1591.5,1257.25,9,4,2019,Friendly,-79.5,79.5
Kuwait,Turkmenistan,1,1,154,132.625,1033.25,1094,7,2,2019,Friendly,21.375,-21.375
Mauritania,Libya,0,0,102.75,103.375,1213,1211.375,4,6,2019,Friendly,-0.625,0.625
Morocco,Gabon,2,3,42.875,86.875,1448.875,1280.5,8,1,2019,Friendly,-44,44
Peru,Uruguay,1,1,20.125,5.875,1536.125,1630.625,7,8,2019,Friendly,14.25,-14.25
Canada,United States,2,0,75.375,0,1322.125,0,2,4,2019,CONCACAF Nations League,75.375,-75.375
Mexico,Panama,3,1,13.75,77.25,1588.5,1317.25,9,9,2019,CONCACAF Nations League,-63.5,63.5
Dominican Republic,Montserrat,0,0,155.125,191.75,1028.75,904.625,3,1,2019,CONCACAF Nations League,-36.625,36.625
Saint Lucia,El Salvador,0,2,0,70.5,0,1338.75,1,3,2019,CONCACAF Nations League,-70.5,70.5
Aruba,Jamaica,0,6,193.125,50.5,894,1420.875,2,6,2019,CONCACAF Nations League,142.625,-142.625
Cayman Islands,Saint Martin,1,0,198.75,0,882.375,0,1,2,2019,CONCACAF Nations League,198.75,-198.75
U.S. Virgin Islands,Barbados,0,4,0,163,0,998.75,2,4,2019,CONCACAF Nations League,-163,163
Anguilla,Puerto Rico,2,3,209.125,179.375,844.625,939.875,2,2,2019,CONCACAF Nations League,29.75,-29.75
Syria,Guam,4,0,83,194.25,1290.875,893.5,0,2,2019,FIFA World Cup qualification,-111.25,111.25
Philippines,China PR,0,0,125,72.25,1133.5,1332.25,6,4,2019,FIFA World Cup qualification,52.75,-52.75
Jordan,Nepal,3,0,97.625,165.125,1234,990.25,9,2,2019,FIFA World Cup qualification,-67.5,67.5
Chinese Taipei,Australia,1,7,129.25,43,1111.375,1444.875,7,6,2019,FIFA World Cup qualification,86.25,-86.25
Cambodia,Iraq,0,4,171.375,75.375,974.625,1323,5,4,2019,FIFA World Cup qualification,96,-96
Bahrain,Iran,1,0,105.75,0,1202.75,0,9,8,2019,FIFA World Cup qualification,105.75,-105.75
Palestine,Saudi Arabia,0,0,101.625,69,1217.875,1343.375,4,10,2019,FIFA World Cup qualification,32.625,-32.625
Singapore,Uzbekistan,1,3,159.875,85.375,1006.75,1282.875,6,5,2019,FIFA World Cup qualification,74.5,-74.5
India,Bangladesh,1,1,104.25,186.25,1206.625,915.25,8,1,2019,FIFA World Cup qualification,-82,82
Qatar,Oman,2,1,57,85,1391.125,1286.5,8,4,2019,FIFA World Cup qualification,-28,28
Mongolia,Kyrgyzstan,1,2,187.25,0,913.5,0,5,5,2019,FIFA World Cup qualification,187.25,-187.25
Tajikistan,Japan,0,3,119,28.625,1157.375,1494.625,0,4,2019,FIFA World Cup qualification,90.375,-90.375
Thailand,United Arab Emirates,2,1,113.625,67.625,1174.625,1353.125,7,7,2019,FIFA World Cup qualification,46,-46
Indonesia,Vietnam,1,3,165.25,96.75,989.25,1238.75,7,6,2019,FIFA World Cup qualification,68.5,-68.5
North Korea,South Korea,0,0,0,0,0,0,2,7,2019,FIFA World Cup qualification,0,0
Sri Lanka,Lebanon,0,3,202.375,88.375,872.25,1270.625,1,5,2019,FIFA World Cup qualification,114,-114
Sudan,Tanzania,1,2,128.5,134,1110.5,1088.875,3,3,2019,African Nations Championship qualification,-5.5,5.5
Rwanda,Ethiopia,1,1,132.875,149.375,1093.25,1052.625,3,0,2019,African Nations Championship qualification,-16.5,16.5
Uganda,Burundi,3,0,78.625,143.125,1310.5,1069.125,6,3,2019,African Nations Championship qualification,-64.5,64.5
Morocco,Algeria,3,0,42.875,49.125,1448.875,1425.625,8,4,2019,African Nations Championship qualification,-6.25,6.25
Namibia,Madagascar,2,0,116.25,98.75,1168.375,1236.625,4,5,2019,African Nations Championship qualification,17.5,-17.5
Zambia,Eswatini,2,2,82.625,0,1292.875,0,7,4,2019,African Nations Championship qualification,82.625,-82.625
Nigeria,Togo,2,0,37.125,125.5,1465.625,1131.375,7,2,2019,African Nations Championship qualification,-88.375,88.375
Congo,Equatorial Guinea,1,0,89.625,141.25,1267.875,1073,6,4,2019,African Nations Championship qualification,-51.625,51.625
DR Congo,Central African Republic,4,1,0,111,0,1183.75,0,3,2019,African Nations Championship qualification,-111,111
Libya,Tunisia,1,2,103.375,27.75,1211.375,1497.625,3,5,2019,African Nations Championship qualification,75.625,-75.625
Lesotho,Zimbabwe,0,0,141.375,112.625,1073.75,1177.875,2,4,2019,African Nations Championship qualification,28.75,-28.75
Guinea,Senegal,1,0,72.75,21.125,1332.875,1535.875,2,7,2019,African Nations Championship qualification,51.625,-51.625
